Subj,Date,Time,Experimenter,Room,Condition,res1_race,res1_name,res1_ver,res1_mancheck,res1_Q1,res1_Q2,res1_Q3,res1_Q4,res1_Q5,res1_Q6,res1_Q7,res1_Q8,res1_Q9,res1_Q10,res1_Q11,res1_Q12,res1_Q13,res2_ver,res2_race,res2_name,res2_mancheck,res2_Q1,res2_Q2,res2_Q3,res2_Q4,res2_Q5,res2_Q6,res2_Q7,res2_Q8,res2_Q9,res2_Q10,res2_Q11,res2_Q12,res2_Q13,hired,hired_race,res1racecheck,res1gendercheck,res2racecheck,res2gendercheck,p_gender1,p_gender1a,p_gender2,p_race_af,p_race_aa,p_race_ha,p_race_an,p_race_pi,p_race_mea,p_race_w,p_race_o,p_race_oa,p_us,p_uslength,Comments,Data Entry Analyst,Date Data Entered,Data Check,Notes
140,5/16/18,12:30,Phillip,E,A,AF,3,A,1,5,6,,5,7,7,7,7,7,7,7,7,2,B,AA,1,1,4,6,5,5,7,7,6,4,4,6,7,4,4,1,AF,1,1,2,1,2,0,2,0,0,0,0,0,0,1,0,0,1,19,,Maddie,5/16/18,Phillip,
141,5/16/18,12:30,Phillip,D,A,AA,2,B,1,6,7,6,6,7,7,5,6,3,4,6,4,6,A,AF,1,1,6,7,7,6,7,7,7,7,6,5,5,6,4,2,AF,2,1,1,1,1,0,2,0,0,1,0,0,0,1,0,0,1,21,,Maddie,5/16/18,Phillip,
142,5/16/18,13:00,Phillip,F,S,AA,4,B,1,5,5,5,5,5,4,4,3,3,4,5,4,4,A,AF,1,1,5,5,5,5,4,5,5,5,5,5,6,5,3,2,AF,2,1,1,1,1,0,2,0,0,0,0,0,0,1,0,0,1,19,,Maddie,5/16/18,Phillip,
143,5/16/18,13:30,Phillip,F,S,AA,4,B,1,7,7,7,7,7,7,7,7,7,4,4,5,3,A,AF,4,1,7,7,7,7,7,7,7,7,7,4,4,5,3,2,AF,2,1,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,Participant didn't read info statement at all,Maddie,5/16/18,Phillip,
144,5/17/18,16:00,Phillip,F,S,AF,2,A,1,6,7,6,6,6,6,5,,6,5,5,4,4,B,AA,4,1,7,7,7,6,6,6,5,4,5,5,5,4,4,1,AF,1,1,2,1,2,0,2,0,0,0,0,0,0,1,0,0,1,20,,Maddie,5/23/18,Phillip,
145,5/23/18,13:00,Phillip,F,A,AA,2,A,1,5,6,5,5,7,6,6,6,6,5,5,5,3,B,AF,3,1,5,6,6,6,7,6,6,6,7,5,5,5,3,2,AF,2,1,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Maddie,5/23/18,Phillip,
146,5/23/18,13:30,Phillip,F,C,AA,4,B,1,5,5,4,5,4,4,5,4,4,3,3,3,3,A,AF,3,1,4,5,4,5,4,4,6,6,6,3,3,3,3,1,AA,2,2,1,1,1,0,2,0,0,0,0,0,1,0,0,0,1,20,,Maddie,5/23/18,Phillip,
147,5/29/18,16:00,Phillip,F,A,AF,3,B,1,6,6,6,6,7,6,6,5,5,5,5,5,3,A,AA,2,1,6,6,6,6,7,6,5,4,5,5,6,4,3,1,AF,1,1,2,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Katie,5/23/18,Phillip,
148,5/29/18,16:00,Phillip,E,S,AA,1,B,1,5,7,6,6,7,7,6,5,5,6,6,4,4,A,AF,1,1,5,7,6,6,7,5,7,6,6,6,6,4,4,2,AF,2,1,1,2,1,0,2,0,0,0,0,0,0,1,0,0,1,18,,Katie Mills,7/3/18,Phillip,
149,5/29/18,17:00,Phillip,F,A,AF,1,A,1,6,7,7,6,7,6,6,6,6,6,6,6,2,B,AA,4,1,5,7,6,6,7,6,5,4,4,6,6,6,2,0,,1,1,2,1,1,0,2,0,0,0,0,0,0,1,0,0,1,18,Participant claimed that they weren't comparing the two candidates during the questionnaire and asked if they really had to choose between them,Katie,7/3/18,Phillip,
150,5/30/18,13:00,Phillip,F,S,AF,3,B,1,6,7,7,7,6,6,7,6,6,6,6,5,3,A,AA,3,1,5,6,6,5,7,5,3,3,2,5,7,4,4,1,AF,1,1,2,1,2,0,2,0,0,0,0,0,0,1,0,0,1,19,,Katie,7/3/18,Phillip,
151,5/30/18,13:00,Phillip,E,C,AF,4,A,1,7,7,7,7,7,7,7,6,7,6,6,4,2,B,AA,3,1,7,7,7,7,7,7,6,5,5,6,6,4,2,2,AA,1,1,2,1,1,0,2,0,0,0,0,0,0,1,0,0,1,,,Katie,7/3/18,Phillip,
152,5/30/18,13:00,Phillip,D,C,AF,2,A,1,6,6,6,7,7,7,7,7,7,6,6,5,3,B,AA,2,1,6,6,6,7,7,7,6,5,5,6,6,5,3,2,AA,5,1,2,2,2,0,2,0,0,0,0,0,0,1,0,0,1,19,There is an additional page before the first resume; it's the cover page that prints from the xerox printer downstairs. ,Katie,7/3/18,Phillip,Resume cover page stapled into packet
153,5/30/18,13:30,Phillip,F,S,AF,1,B,1,6,6,6,6,6,6,6,7,7,6,6,6,2,A,AA,3,1,6,6,6,6,6,6,5,4,4,6,6,4,3,2,AA,1,1,2,1,2,0,2,0,0,0,0,0,0,1,0,0,1,22,,Katie,7/3/18,Phillip,
154,5/30/18,13:30,Phillip,G,C,AA,2,A,1,3,5,4,5,5,5,3,2,2,3,3,5,2,B,AF,3,1,4,5,5,5,4,4,6,7,7,4,4,5,2,2,AF,2,1,1,1,1,0,2,0,0,0,0,0,0,1,0,0,1,19,,Katie ,7/3/18,Phillip,
155,5/30/18,13:30,Phillip,D,A,AA,1,B,1,3,6,3,3,6,6,3,4,2,6,6,6,2,A,AF,3,1,5,7,5,6,6,6,6,6,7,6,6,6,2,2,AF,2,1,1,1,1,0,2,0,0,0,0,0,0,1,0,0,1,16,"This participant could've lived outside the US for a period of time, but are we for certain that they're 18?",Katie,7/3/18,Phillip,
156,5/30/18,14:00,Phillip,F,A,AF,3,A,1,5,6,5,6,6,6,6,6,6,5,6,4,4,B,AA,2,1,5,6,5,5,6,6,6,5,5,5,5,4,4,2,AA,1,1,2,2,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Katie,7/3/18,Phillip,
157,5/31/18,16:00,Phillip,F,C,AA,1,A,1,5,7,5,6,7,6,6,5,5,5,5,4,3,B,AF,4,1,5,7,5,6,7,6,6,6,6,5,6,4,3,1,AA,2,1,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,19,,Katie,7/3/18,Phillip,
158,5/31/18,16:00,Phillip,E,A,AF,4,A,1,5,5,6,5,7,4,6,7,7,4,4,4,4,B,AA,3,1,5,4,5,5,6,4,3,3,4,5,4,4,4,1,AF,1,1,2,1,1,0,2,0,0,0,0,0,0,1,0,0,1,19,,Katie,7/3/18,Phillip,
159,6/28/18,12:00,Katie,F,S,AF,1,B,1,6,6,4,7,6,6,6,7,5,4,4,5,3,A,AA,4,1,6,7,7,6,6,7,4,7,2,4,4,5,3,1,AF,1,1,2,1,1,0,2,0,0,0,0,0,0,1,0,0,1,20,,Katie,7/3/18,Phillip,
160,6/28/18,12:30,Katie,F,C,AA,3,B,1,3,4,3,4,6,3,6,4,4,6,6,4,4,A,AF,4,1,3,4,3,4,6,4,6,4,6,6,6,4,3,2,AF,2,1,1,1,1,0,2,0,0,0,0,0,0,1,0,0,2,7,"Confusion in room #, went downstairs to get participant. Very talkative, knock on door at very end",Katie,7/3/18,Phillip,
161,6/28/18,13:30,Phillip,F,A,AF,3,A,1,6,6,6,6,7,7,6,5,6,6,7,5,5,B,AA,3,1,4,5,3,3,4,4,4,2,2,5,6,5,5,1,AF,1,1,2,1,2,0,2,0,0,0,0,0,0,1,0,0,1,23,,Katie,7/3/18,Phillip,
162,7/2/18,11:00,Erin,F,C,AA,2,B,1,7,7,7,7,7,7,7,7,6,7,7,4,4,A,AF,2,1,7,7,7,7,7,7,7,6,7,7,7,4,4,2,AF,2,2,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,21.5,,Katie,7/3/18,Phillip,
163,7/3/18,11:00,Katie,F,C,AF,4,A,1,7,7,7,7,7,7,7,7,7,5,5,4,4,B,AA,2,1,7,7,7,7,7,7,7,6,7,5,5,4,4,2,AA,1,1,2,1,1,0,2,0,0,0,0,0,0,1,0,0,1,30,Confusion in beginning about who's participating,Katie,7/3/18,Phillip,
164,7/3/18,11:00,Katie,E,A,AA,1,A,1,1,2,2,2,7,7,2,2,1,5,5,2,5,B,AF,4,1,3,3,4,4,7,7,6,7,7,7,6,6,2,2,AF,2,1,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,37.5,Confusion in beginning about who's participating,Katie,7/3/18,Phillip,
165,7/9/18,10:30,Erin,F,C,AF,4,B,1,6,6,6,5,6,6,3,3,5,6,6,4,4,A,AA,3,1,7,7,7,7,7,6,2,1,2,6,6,4,4,2,AA,1,1,2,1,1,0,2,0,0,0,0,0,1,0,0,0,2,6,,Phillip,7/12/18,Jillian,
166,7/9/18,11:00,Erin,F,C,AF,3,A,1,4,5,5,5,4,5,6,5,6,4,4,6,2,B,AA,1,1,4,4,4,5,4,4,5,3,3,4,5,5,4,1,AF,1,1,2,1,2,0,2,0,0,0,0,0,0,1,0,0,1,19,,Phillip,7/12/18,Jillian,
167,7/9/18,16:00,Erin,F,S,AA,1,A,1,7,7,7,7,7,7,7,7,7,5,5,5,3,B,AF,3,1,7,7,7,7,7,7,7,7,7,5,5,5,3,0,,2,1,1,1,1,0,2,0,0,0,0,0,0,1,0,0,2,19,,Phillip,7/12/18,Jillian,
168,8/7/18,13:30,Katie,F,A,AA,4,A,1,4,6,5,5,6,7,,4,5,5,5,4,4,B,AF,2,,4,5,7,5,4,5,,4,4,5,5,4,4,2,AF,2,1,7,1,2,0,2,0,0,0,0,0,1,0,0,0,2,8.5,,Phillip,10/1/18,Noah,
169,8/9/18,15:00,Laura B,F,S,AF,3,B,1,5,7,6,6,6,6,6,4,4,4,4,4,4,A,AA,4,1,5,7,6,6,6,6,6,4,4,4,4,4,4,1,AF,1,1,2,1,2,0,2,0,0,0,0,0,0,1,0,0,1,28,,Phillip,10/1/18,Noah,
193,10/1/18,14:35,Phillip,F,C,AF,1,A,1,5,6,6,5,6,6,6,6,6,4,4,4,4,B,AA,3,1,5,6,6,6,5,5,5,5,5,4,4,4,4,1,AF,1,1,2,2,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Phillip,10/1/18,Noah,
194,10/1/18,14:35,Phillip,E,S,AF,3,A,1,6,7,7,6,5,6,6,7,7,5,6,5,3,B,AA,4,1,6,7,7,6,5,6,4,5,3,5,6,5,3,1,AF,1,1,2,2,1,0,2,0,0,0,0,0,0,1,0,0,1,18,,Phillip,10/1/18,Noah,
195,10/1/18,15:35,Phillip,F,A,AF,4,B,1,4,4,3,4,5,5,6,6,6,5,5,4,4,A,AA,1,1,4,5,5,5,5,5,5,5,5,5,5,3,5,2,AA,1,1,2,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Phillip,10/1/18,Noah,
196,10/2/18,11:30,Katie,F,A,AF,2,B,1,6,7,6,5,7,6,6,6,6,5,4,4,4,A,AA,4,1,6,7,6,5,6,5,4,5,4,4,4,3,3,1,AF,1,1,2,1,2,0,2,0,0,0,0,0,0,1,0,0,1,19,,Noah,10/3/18,Ivy,Changed res1_Q3 from 7 to 6
197,10/2/18,11:30,Katie,E,A,AA,3,B,1,6,6,6,6,6,6,6,4,4,4,5,4,4,A,AF,2,1,5,6,5,6,6,6,5,5,5,4,4,4,4,1,AA,2,1,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,19,,Noah,10/3/18,Ivy,"Changed ""hired race"" from AF to AA"
198,10/2/18,11:30,Katie,D,S,AF,4,A,1,6,7,6,6,5,6,6,5,5,6,5,4,4,B,AA,3,1,5,6,5,6,5,6,6,4,5,5,5,4,4,1,AF,1,1,2,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Noah,10/3/18,Ivy,Demographics sheet was before race check sheet
199,10/2/18,12:30,Katie,F,C,AA,3,B,1,6,7,6,6,6,7,6,6,7,5,5,5,3,A,AF,3,1,6,7,6,6,6,7,7,6,7,6,6,5,4,1,AA,2,1,1,1,1,0,2,0,0,0,0,0,0,1,0,0,1,21,,Noah,10/3/18,Ivy,
200,10/2/18,12:30,Katie,E,C,AF,4,A,1,3,5,3,4,3,5,6,4,4,6,6,4,2,B,AA,1,1,4,5,4,4,3,3,5,4,3,6,5,4,4,1,AF,1,1,2,1,1,0,2,0,0,0,0,0,0,1,0,0,1,18,,Noah,10/3/18,Ivy,
201,10/2/18,1:30,Katie,F,A,AA,4,A,1,5,7,5,5,7,7,4,4,4,6,7,6,2,A,AF,3,1,5,6,6,6,7,7,7,7,7,5,6,7,1,2,AF,2,1,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,19,,Noah,10/3/18,Diane,"Incorrect packet. Both resumes were version A; ERROR DISCARD: both resumes same, checking debrief to see if p noticed, p noticed, DO NOT INCLUDE"
202,10/2/18,2:00,Katie,F,S,AA,3,B,1,3,5,2,3,6,4,4,3,3,2,5,7,1,A,AF,3,1,5,6,5,5,5,6,4,7,7,3,5,7,1,2,AF,2,1,1,1,1,0,2,0,0,0,0,0,0,1,0,0,1,18,,Noah,10/3/18,Diane,
203,10/3/18,1:30,Noah,F,C,AA,3,B,1,7,7,7,7,7,7,7,6,6,4,4,4,4,A,AF,1,1,7,7,7,7,7,7,7,7,7,5,5,4,4,2,AF,2,1,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Noah,10/3/18,Diane,
204,10/3/18,2:00,Noah,E,S,AF,4,A,1,7,7,6,6,6,7,6,6,6,6,6,6,2,B,AA,4,1,6,7,6,6,6,6,4,4,2,6,6,4,4,1,AF,1,1,2,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Noah,10/3/18,Diane,
205,10/3/18,2:00,Noah,F,A,AA,4,A,1,4,5,3,4,6,6,6,6,4,6,6,6,2,B,AF,1,1,4,6,5,5,6,6,7,7,7,6,6,6,2,2,AF,2,1,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Noah,10/3/18,Diane,
206,10/3/18,2:30,Phillip,F,C,AF,4,A,,6,7,7,6,6,7,6,6,6,7,7,7,2,B,AA,4,,6,7,6,6,7,6,5,4,4,7,7,6,2,2,AA,1,1,2,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Katie,10/15/18,Diane,
207,10/3/18,2:30,Phillip,E,C,AF,3,A,1,6,6,6,6,6,6,5,5,5,5,5,1,1,B,AA,2,1,6,6,6,6,6,6,6,4,4,5,5,1,1,1,AF,1,1,2,2,2,0,2,0,0,0,0,0,0,1,0,0,1,20,,Katie,10/15/18,Diane,
208,10/3/18,3:00,Phillip,F,A,AF,2,B,1,,6,,3,7,5.5,4,4,6,6,4,4,4,A,AA,2,1,4,4,4,5,7,7,4,4,4,7,6,4,4,1,AF,1,1,2,2,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Katie,10/15/18,Diane,
209,10/3/18,3:00,Phillip,E,A,AF,3,A,1,5,6,5,5,6,5,5,6,6,4,5,4,4,B,AA,4,1,3,3,3,3,5,5,2,2,2,4,5,5,3,1,AF,1,1,2,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Katie,10/16/18,Diane,
210,10/3/18,3:00,Phillip,D,S,AF,2,B,1,4,6,5,5,7,5,4,5,7,4,4,5,3,A,AA,1,1,5,6,6,6,4,6,3,1,1,5,5,4,4,2,AA,7,1,2,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Katie,10/16/18,Diane,
211,10/3/18,3:30,Phillip,C,A,AF,4,A,1,5,5,4,4,6,6,4,7,5,5,6,4,4,B,AA,4,1,4,5,4,4,6,6,4,4,5,4,6,4,4,1,AF,1,1,2,2,1,0,2,0,0,0,0,0,0,1,0,0,1,18,,Katie,10/16/18,Diane,
212,10/3/18,3:00,Phillip,C,C,AF,4,B,1,5,5,7,7,7,7,6,4,5,4,4,4,4,A,AA,1,1,5,5,7,7,7,7,5,4,4,4,4,4,4,1,AF,1,1,2,1,2,0,2,0,0,0,0,0,0,1,0,0,1,,,Katie,10/16/18,Diane,
213,10/3/18,3:30,Phillip,F,C,AF,3,B,1,5,6,7,5,6,6,6,7,7,6,5,,,A,AA,4,1,6,7,6,6,5,5,4,4,2,5,5,,,1,AF,1,1,2,1,1,0,2,0,0,0,0,0,0,1,0,0,1,18,,Katie,10/16/18,Diane,
214,10/3/18,3:30,Phillip,E,A,AF,2,A,1,5,6,5,6,7,7,6,6,7,5,6,6,5,B,AA,3,1,4,4,3,4,7,7,3,2,2,5,5,6,5,1,AF,7,1,2,1,2,0,2,0,0,0,0,0,0,1,0,0,2,2,,Katie,10/16/18,Diane,
215,10/3/18,3:30,Phillip,D,C,AA,4,A,1,6,6,7,3,,6,6,4,6,4,6,4,4,B,AF,4,1,6,6,5,4,6,6,6,4,5,6,5,4,4,1,AA,2,1,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,19,,Katie,10/16/18,Diane,
216,10/3/18,4:00,Phillip,F,C,AF,1,B,1,5,7,7,7,7,7,7,6,6,5,4,4,4,A,AA,2,1,5,7,7,7,7,7,6,6,5,4,4,4,4,2,AA,1,1,2,1,2,0,2,0,0,0,0,0,0,1,0,0,1,19,,Katie,10/16/18,Diane,
217,10/3/18,4:00,Phillip,E,A,AA,2,A,1,4,5,5,3,4,5,5,3,3,6,7,5,3,B,AF,1,1,7,7,7,7,6,7,7,7,7,7,7,7,1,2,AF,2,1,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,19,,Katie,10/16/18,Diane,
218,10/4/18,11:30,Katie,F,C,AF,2,A,1,7,7,7,7,7,7,7,7,7,7,7,,,B,AA,3,1,7,7,7,7,7,7,7,4,2,5,7,,,2,AA,1,1,2,1,2,0,2,0,0,0,0,0,0,1,0,0,1,19,"Asked what program responses specialist was - told use best judgment; 218 filled out debrief, accidentally entered 219",Katie,10/16/18,Diane,Didn't answer liberal/conservative questions
219,10/4/18,11:30,Katie,E,A,AF,2,B,1,4,6,6,5,7,6,4,5,6,5,5,4,4,A,AA,1,1,4,6,6,5,7,6,4,5,5,5,5,4,4,1,AF,1,1,2,1,1,0,2,0,0,0,0,0,0,1,0,0,1,18,"218 filled debrief, not 219",Ivy,10/17/18,Katie,Shifted comments 1 up (were in wrong spot)
220,10/4/18,11:30,Katie,D,S,AF,4,A,1,4,5,,4,4,4,3,2,5,5,3,2,2,B,AA,1,1,4,4,3,3,4,4,3,2,2,5,5,2,2,1,AF,1,1,2,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Ivy,10/17/18,Katie,
221,10/4/18,11:30,Katie,C,S,AF,4,B,1,6,7,6,6,6,6,7,6,6,4,4,6,1,A,AA,4,1,6,7,6,6,6,6,4,4,3,5,5,4,4,1,AF,1,1,2,2,2,0,2,0,0,0,0,0,0,1,0,0,1,20,,Ivy,10/17/18,Katie,
222,10/4/18,12:00,Katie,F,A,AF,1,B,1,7,7,7,7,7,7,6,5,6,7,6,6,2,A,AA,2,1,7,7,7,7,7,7,6,5,5,7,6,4,4,1,AF,1,1,2,1,1,0,2,0,0,0,0,0,0,1,0,0,1,18,,Ivy,10/17/18,Katie,
223,10/4/18,12:00,Katie,E,C,AF,2,B,1,6,7,7,6,6,6,6,5,5,5,5,4,3,A,AA,2,1,6,7,7,6,6,6,6,4,4,5,5,4,4,2,AA,1,1,2,2,2,0,2,0,0,0,0,0,0,1,0,0,1,19,,Ivy,10/17/18,Katie,
224,10/4/18,12:30,Katie,F,S,AA,1,A,1,3,5,5,6,5,5,3,3,3,4,4,4,4,B,AF,1,1,4,5,4,5,4,5,5,6,7,4,4,4,4,2,AF,2,1,1,1,1,0,2,0,0,0,0,0,0,1,0,0,1,18,,Ivy,10/17/18,Katie,
225,10/4/18,12:30,Katie,E,C,AA,4,A,1,5,7,7,5,7,6,7,6,2,4,4,4,4,B,AF,3,1,5,7,7,6,7,5,7,7,7,4,4,4,4,2,AF,2,1,1,1,1,0,2,0,0,0,0,0,0,1,0,0,1,18,,Ivy,10/17/18,Katie,
226,10/4/18,12:30,Katie,D,S,AF,1,A,1,7,7,7,7,7,7,7,7,7,7,4,4,4,B,AA,3,1,7,7,7,7,7,7,7,7,7,7,4,4,4,2,AA,1,1,2,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Ivy,10/17/18,Katie,
227,10/4/18,13:00,Katie,F,S,AF,2,B,1,4,5,4,3,5,6,6,4,4,3,5,4,2,A,AA,2,1,4,5,3,4,5,5,4,5,3,5,5,3,4,1,AF,1,1,2,2,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Ivy,10/17/18,Katie,"Changed r2_Q8 from ""6"" to ""5"""
228,10/4/18,14:00,Katie,F,S,AA,4,A,1,3,4,4,3,5,4,6,3,3,4,5,6,3,B,AF,4,1,5,4,5,6,5,5,7,7,7,4,4,6,3,2,AF,2,2,7,1,1,0,2,0,0,0,0,0,1,0,0,0,2,5,,Ivy,10/17/18,Katie,
229,10/4/18,14:00,Katie,E,C,AA,1,B,1,7,7,7,5,7,7,5,1,2,5,6,3,3,A,AF,2,,5,5,6,6,7,7,6,6,7,6,5,3,3,1,AA,2,1,7,2,2,0,2,0,0,0,0,0,1,0,0,0,2,15,,Ivy,10/17/18,Katie,
230,10/5/18,12:30,Katie,F,C,AF,3,B,1,6,7,7,7,7,7,6,6,5,,,6,2,A,AA,3,1,6,7,7,7,7,7,5,4,3,,,4,4,2,AA,1,1,2,1,1,0,2,0,0,0,0,0,0,1,0,0,1,19,,Ivy,10/17/18,Katie,
231,10/5/18,12:30,Katie,E,A,AA,4,B,1,6,7,6,6,7,7,5,5,6,4,5,5,2,A,AF,4,1,4,5,4,5,7,7,6,5,5,7,5,4,4,1,AA,2,1,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Ivy,10/17/18,Katie,
232,10/5/18,12:30,Katie,D,C,AA,2,B,1,6,7,6,6,6,5,6,3,5,6,5,4,4,A,AF,4,1,5,7,6,6,6,5,7,6,7,5,4,4,5,1,AA,2,2,1,1,1,0,2,0,0,0,0,0,0,1,0,0,2,0,,Ivy,10/17/18,Katie,
233,10/5/18,1:00,Katie,F,C,AF,2,B,1,5,5,5,5,5,5,6,6,6,5,5,5,2,A,AA,1,1,5,6,5,5,5,5,3,2,3,5,5,3,4,2,AA,7,1,2,1,2,0,2,0,1,0,0,0,0,0,0,0,2,4,,Katie,10/18/18,Diane,
234,10/5/18,1:00,Katie,E,A,AA,1,B,1,5,5,5,6,7,5,2,2,3,4,4,4,4,A,AF,1,1,5,6,4,4,7,7,4,4,4,4,4,4,4,1,AA,2,1,7,1,1,0,2,0,0,0,0,0,1,0,0,0,2,1,,Katie,10/18/18,Diane,
235,10/5/18,1:00,Katie,D,A,AF,3,B,1,3,6,4,6,7,6,5,7,7,6,5,5,2,A,AA,3,1,3,5,4,6,7,6,4,3,3,5,5,4,4,1,AF,1,1,2,1,1,0,2,0,0,0,0,0,0,1,0,0,1,18,,Katie,10/18/18,Diane,
236,10/5/18,1:00,Katie,C,S,AA,1,A,1,4,5,5,5,4,5,5,3,3,6,5,4,4,B,AF,2,,3,4,5,4,4,5,5,6,6,3,5,4,4,1,AA,2,1,7,1,2,0,2,0,0,0,0,0,0,1,0,0,1,19,,Katie,10/18/18,Ahmed,
237,10/5/18,1:30,Katie,F,S,AA,2,A,1,5,5,5,5,3,4,3,4,4,4,4,4,4,B,AF,3,1,6,6,6,5,3,4,5,6,6,4,4,4,4,2,AF,2,1,1,1,1,0,2,0,0,0,0,0,0,1,0,0,1,22,,Katie,10/18/18,Ahmed,
