Subj,Date,Time,Experimenter,Room,Condition,res1_race,res1_name,res1_ver,res1_mancheck,res1_Q1,res1_Q2,res1_Q3,res1_Q4,res1_Q5,res1_Q6,res1_Q7,res1_Q8,res1_Q9,res1_Q10,res1_Q11,res1_Q12,res1_Q13,res2_ver,res2_race,res2_name,res2_mancheck,res2_Q1,res2_Q2,res2_Q3,res2_Q4,res2_Q5,res2_Q6,res2_Q7,res2_Q8,res2_Q9,res2_Q10,res2_Q11,res2_Q12,res2_Q13,hired,hired_race,res1racecheck,res1gendercheck,res2racecheck,res2gendercheck,p_gender1,p_gender1a,p_gender2,p_race_af,p_race_aa,p_race_ha,p_race_an,p_race_pi,p_race_mea,p_race_w,p_race_o,p_race_oa,p_us,p_uslength,Comments,Data Entry Analyst,Date Data Entered,Data Check,Notes
238,10/5/18,1:30,Katie,E,S,AF,2,B,1,5,7,7,7,7,7,5,5,5,4,6,4,4,A,AA,4,1,5,7,7,7,7,7,5,5,5,,6,4,4,1,AF,1,1,2,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Katie,10/18/18,Ahmed,
239,10/5/18,1:30,Katie,D,C,AA,2,B,1,5,6,5,4,6,5,6,4,4,6,6,4,4,A,AF,1,1,5,5,5,4,5,5,6,6,6,6,6,5,3,1,AA,2,2,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Katie,10/18/18,Ahmed,
240,10/5/18,1:30,Katie,C,S,AF,1,A,1,5,7,5,6,6,6,5,6,6,5,6,4,2,B,AA,4,1,6,6,7,6,5,7,4,2,2,6,5,3,3,2,AA,1,1,2,2,1,0,2,0,0,0,0,0,0,1,0,0,1,18,,Katie,10/18/18,Ahmed,
241,10/5/18,2:00,Katie,F,A,AF,3,B,1,6,5,5,4,5,5,4,4,3,6,4,4,3,A,AA,1,1,4,5,3,3,5,4,2,2,2,4,4,3,1,1,AF,1,1,2,1,2,0,2,0,0,0,0,0,1,0,0,0,2,8,,Katie,10/18/18,Ahmed,
242,10/5/18,2:30,Katie,F,C,AA,1,A,1,4,6,5,5,5,5,6,4,6,4,4,5,3,B,AF,1,1,4,5,4,4,5,4,6,5,6,4,4,5,3,1,AA,2,2,1,1,1,0,2,0,0,0,0,0,0,1,0,0,1,18,,Katie,10/18/18,Ahmed,
243,10/5/18,2:30,Katie,E,S,AF,2,A,1,5,7,6,5,6,5,5,5,5,4,4,4,4,B,AA,3,1,5,7,6,5,5,5,5,3,3,5,5,4,4,2,AA,1,1,2,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Katie,10/18/18,Ahmed,
244,10/5/18,3:00,Katie,D,A,AF,2,B,1,2,3,3,,5,5,4,5,7,4,4,4,4,A,AA,3,1,2,2,3,3,5,5,3,4,4,4,4,5,2,1,AF,1,1,2,1,2,0,2,0,0,0,0,0,0,1,0,0,1,20,,Katie,10/18/18,Ahmed,
245,10/5/18,3:30,Phillip,F,A,AA,3,B,1,6,7,7,7,7,7,6,4,4,5,7,4,4,A,AF,4,1,6,7,7,7,7,7,7,7,7,6,7,4,4,2,AF,2,1,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,19,,Katie,10/18/18,Ahmed,
246,10/5/18,3:30,Phillip,E,C,AA,1,B,1,6,7,6,6,5,5,6,5,5,4,4,4,4,A,AF,1,1,6,7,5,6,5,5,6,5,5,4,4,4,4,1,AA,2,1,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Katie,10/18/18,Ahmed,
247,10/5/18,3:30,Phillip,D,S,AA,3,A,1,5,7,6,5,7,6,5,5,5,6,6,4,4,B,AF,4,1,4,7,5,5,6,6,6,5,5,6,5,4,4,1,AA,2,1,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,20,,Katie,10/18/18,Ahmed,
248,10/5/18,3:30,Phillip,C,A,AF,4,B,1,4,6,6,7,7,7,7,7,7,4,4,4,4,A,AA,2,1,5,6,6,7,7,7,7,7,6,4,4,4,4,2,AA,1,1,2,2,1,0,2,0,0,0,0,0,0,1,0,0,1,17,,Katie,10/18/18,Ahmed,
249,10/5/18,4:00,Phillip,F,A,AF,2,A,1,7,7,6,7,7,7,7,6,7,6,6,4,4,B,AA,2,1,5,7,6,5,7,7,6,6,7,3,6,4,4,1,AF,1,1,2,2,2,0,2,0,0,0,0,0,0,1,0,0,1,23,,Katie,10/18/18,Ahmed,
250,10/8/18,1:35,Laura B,F,C,AA,3,A,1,5,7,5,6,7,5,7,4,7,4,5,4,4,B,AF,3,1,6,7,7,6,7,6,7,6,6,4,4,4,4,2,AF,2,1,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,16,,Katie,10/18/18,Ahmed,
251,10/8/18,1:35,Laura B,E,S,AA,4,A,1,5,7,6,5,6,6,6,5,5,5,6,3,2,B,AF,2,1,6,7,7,6,6,6,6,5,6,5,6,4,3,2,AF,2,1,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Katie,10/18/18,Ahmed,
252,10/8/18,2:05,Laura B,F,A,AA,4,A,1,4,5,4,4,6,6,5,3,3,,,,,B,AF,4,1,4,6,5,5,6,5,6,6,6,,,,,2,AF,2,1,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,19,,Katie,10/18/18,Ahmed,
253,10/8/18,2:35,Phillip,F,S,AA,2,B,1,5,6,5,5,6,6,6,6,7,6,6,5,2,A,AF,1,1,6,7,7,6,6,6,7,7,7,7,6,5,2,2,AF,2,1,1,1,1,0,2,0,0,0,0,0,0,1,0,0,1,19,,Katie,10/18/18,Ahmed,
254,10/8/18,2:35,Phillip,E,S,AF,4,A,1,6,7,6,6,6,6,5,5,5,5,5,3,3,B,AA,2,1,5,6,6,5,5,5,3,3,3,4,4,2,2,1,AF,1,1,2,2,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Katie,10/18/18,Phillip,
255,10/8/18,2:35,Phillip,D,C,AF,3,B,1,7,7,6,7,6,6,5,4,4,4,5,4,4,A,AA,2,1,7,7,6,6,6,6,5,5,4,5,5,4,4,2,AA,1,1,2,2,2,0,2,0,0,0,0,0,0,1,0,0,1,19,The first survey and resume were switched,Katie,10/18/18,Phillip,
256,10/8/18,2:35,Phillip,C,S,AA,2,B,1,6,6,6,7,5,7,4,4,4,4,4,4,4,A,AF,4,1,6,6,6,6,5,5,7,7,7,7,5,5,3,2,AF,2,1,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,23,,Katie,10/18/18,Phillip,
257,10/8/18,3:35,Phillip,F,C,AF,4,B,1,6,7,6,6,6,6,6,6,6,5,5,6,3,A,AA,2,1,6,7,6,6,6,5,4,4,3,5,5,4,4,1,AF,1,1,2,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Katie,10/18/18,Phillip,
258,10/8/18,4:35,Phillip,F,C,AF,2,A,1,5,6,5,5,4,4,6,6,6,4,4,3,3,B,AA,1,1,6,6,5,5,4,4,4,2,4,3,3,3,3,2,AA,7,2,2,2,2,0,2,0,0,0,0,0,0,1,0,0,1,19,,Katie,10/18/18,Phillip,
259,10/9/18,11:30,Katie,F,S,AA,3,B,1,6,7,6,6,6,5,5,4,4,4,4,4,4,A,AF,1,1,5,7,6,5,5,5,5,5,5,4,4,4,4,1,AA,2,1,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Katie,10/18/18,Phillip,
260,10/9/18,11:30,Katie,E,S,AF,4,B,1,4,7,7,7,7,7,7,4,4,7,7,4,4,A,AA,3,1,4,7,7,7,7,7,3,4,3,7,7,4,4,2,AA,1,1,2,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Maria,10/18/18,Phillip,
261,10/9/18,12:00,Laura B,F,A,AF,4,B,1,6,7,6,6,6,7,6,7,5,5,5,4,4,A,AA,3,1,6,7,6,6,6,6,6,7,4,5,5,5,4,1,AF,1,1,2,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Maria,10/18/18,Phillip,
262,10/9/18,12:00,Laura B,E,A,AA,3,A,1,5,5,5,5,7,6,7,6,6,4,4,4,4,B,AF,1,1,6,5,6,6,7,6,7,6,6,4,4,4,4,1,AA,2,1,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,19,,Maria,10/18/18,Phillip,
263,10/9/18,12:00,Laura B,D,A,AA,3,A,1,6,7,6,6,6,6,6,4,3,5,5,6,2,B,AF,3,1,6,7,6,6,6,5,7,7,7,4,4,7,1,2,AF,2,1,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Maria,10/18/18,Phillip,
264,10/9/18,12:30,Laura B,F,A,AA,1,A,1,4,5,5,5,5,5,2,3,4,5,5,5,3,B,AF,1,1,5,7,5,4,5,3,7,7,7,5,4,4,4,2,AF,2,1,1,1,1,0,2,0,0,0,0,0,0,1,0,0,1,22,,Maria,10/18/18,Phillip,
265,10/9/18,12:30,Laura B,E,A,AA,1,A,1,5,7,6,6,7,7,6,6,4,6,6,4,4,B,AF,1,1,6,7,6,6,7,6,6,6,4,5,6,4,4,1,AA,2,2,1,1,1,0,2,0,0,0,0,0,0,1,0,0,1,18,,Maria,10/18/18,Phillip,Incorrect packet. Resume 2 should be AF2 instead of AF1.; Randomization ERROR (name)
266,10/9/18,1:00,Laura B,F,A,AA,4,B,1,4,6,7,5,6,6,5,3,3,5,5,5,3,A,AF,1,1,4,7,5,5,5,5,7,7,7,4,4,6,2,2,AF,2,1,1,1,1,0,2,0,0,0,0,0,0,1,0,0,1,20,,Maria,10/19/18,Phillip,
267,10/9/18,2:00,Katie,F,S,AA,3,B,1,6,6,6,7,7,7,6,5,5,6,5,4,4,A,AF,4,1,7,7,7,7,7,7,6,7,7,6,5,4,4,2,AF,2,1,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,14,Too young to be taking study?,Maria,10/19/18,Phillip,
268,10/10/18,2:30,Phillip,F,A,AA,2,A,1,3,6,4,5,6,6,3,2,3,5,4,5,3,B,AF,2,1,6,7,6,6,5,6,6,7,7,5,4,6,2,2,AF,2,1,1,1,1,0,2,0,0,0,0,0,0,1,0,0,1,19,,Maria,10/19/18,Phillip,
269,10/11/18,11:30,Katie,F,C,AF,3,A,1,6,6,6,6,6,6,7,5,5,4,4,4,4,B,AA,4,1,6,6,6,6,6,6,6,3,4,4,4,4,4,2,AA,1,1,2,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Maria,10/19/18,Phillip,
270,10/11/18,1:00,Katie,E,A,AA,2,B,1,4,5,4,4,7,6,4,4,3,4,6,6,2,A,AF,4,1,5,6,6,6,5,5,6,6,5,5,6,6,2,2,AF,2,1,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Maria,10/19/18,Phillip,
271,10/11/18,1:00,Katie,D,C,AF,1,A,1,7,7,6,6,7,6,5,1,4,4,4,4,4,B,AA,1,1,6,6,6,6,6,6,4,1,2,4,4,4,4,1,AF,2,1,2,1,2,0,2,0,0,0,0,0,1,0,0,0,2,10,,Maria,10/19/18,Phillip,
272,10/11/18,2:00,Katie,C,A,AA,2,B,1,5,6,5,6,7,6,6,5,5,4,4,4,4,A,AF,3,1,7,7,7,7,7,6,6,6,6,4,4,4,4,2,AF,2,2,1,1,1,0,2,0,0,0,0,0,0,1,0,0,1,18,,Maria,10/19/18,Phillip,
273,10/12/18,4:00,Phillip,F,S,AF,1,A,1,5,7,5,4,4,3,6,6,5,4,3,3,3,B,AA,2,1,6,5,6,4,6,5,3,4,3,4,5,4,2,2,AA,1,1,2,2,2,0,2,0,0,0,0,0,0,1,0,0,1,20,,Maria,10/19/18,Phillip,
274,10/12/18,4:00,Phillip,E,S,AA,4,A,1,4,5,4,3,4,5,3,4,4,4,4,4,4,B,AF,3,1,4,5,4,3,4,5,5,5,5,4,4,4,4,1,AA,2,2,1,1,1,0,2,0,0,0,0,0,0,1,0,0,1,19,Smiley face on info statement,Maria,10/19/18,Phillip,
275,10/15/18,3:05,Phillip,F,A,AA,1,A,1,6,6,5,5,6,5,4,2,4,6,6,7,2,B,AF,3,1,5,6,6,6,6,6,6,7,7,5,5,4,4,1,AA,2,1,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Maria,10/19/18,Katie,
276,10/16/18,12:30,Katie,F,S,AA,1,B,1,5,6,5,5,6,6,4,4,4,4,4,5,3,A,AF,2,1,5,6,5,6,6,6,6,6,6,5,5,5,3,2,AF,2,2,1,1,1,0,2,0,0,0,0,0,0,1,0,0,1,19,,Maria,10/19/18,Katie,Changed res1_Q7-12 1 number up
277,10/16/18,12:30,Katie,E,C,AA,1,A,1,6,7,7,6,7,6,7,3,3,6,5,4,3,B,AF,3,1,6,7,6,6,6,6,6,5,6,5,6,4,3,1,AA,2,2,1,1,2,0,2,0,0,0,0,0,0,1,0,0,2,6,,Maria,10/19/18,Katie,
278,10/17/18,4:00,Phillip,F,A,AA,3,B,1,5,6,5,5,7,7,6,4,5,5,3,4,4,A,AF,3,1,5,5,6,5,7,6,5,7,7,6,6,5,3,2,AF,2,1,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,19,,Maria,10/19/18,Katie,
279,10/18/18,12:30,Katie,F,C,AF,2,A,1,6,7,6,6,6,6,6,5,5,4,4,4,4,B,AA,4,1,6,7,6,6,6,6,5,5,5,4,4,4,4,2,AA,1,1,2,2,2,0,2,0,0,0,0,0,0,1,0,0,1,20,,Maria,10/19/18,Katie,
280,10/18/18,1:00,Katie,E,S,AA,1,B,1,5,4,7,4,4,4.5,3,4,3,4,3,4,3,A,AF,4,1,4,6,3,5,3,2,6,7,6,4,2,5,3,2,AF,2,1,7,1,2,0,2,0,0,0,0,0,1,0,0,0,2,5,,Maria,10/19/18,Katie,
281,10/19/18,12:30,Katie,F,S,AF,3,B, ,6,6,6,6,5,5,5,4,5,5,5,5,3,A,AA,1,,6,6,6,6,6,6,5,5,5,5,5,5,3,,,1,1,2,1,2,0,2,0,0,0,0,0,0,1,0,0,1,20,,Maria,10/19/18,Katie,
282,10/19/18,4:00,Phillip,F,C,AA,4,B,1,6,6,6,6,7,7,7,5,5,7,7,4,4,B,AF,1,1,6,6,6,6,7,7,7,7,7,7,7,5,4,2,AF,2,2,1,1,2,0,2,0,0,0,0,0,0,0,1,Russian American,2,17,Packet is put together incorrectly; second resume is version B instead of version A,Katie,10/25/18,Phillip,Incorrect packet. Both resumes are version A.; ERROR DISCARD: both resumes same; checking debrief to see if p noticed; p noticed; DO NOT INCLUDE
283,10/22/18,2:35,Phillip,F,S,AA,2,B,1,6,7,5,6,7,5,4,4,5,5,4,5,2,A,AF,3,1,4,5,5,4,5,4,4,5,5,5,5,5,2,1,AA,2,1,1,1,1,0,2,0,0,0,0,0,0,1,0,0,1,19,,Katie,10/26/18,Phillip,
284,10/22/18,3:05,Phillip,F,A,AF,2,A,1,4,3,2,4,5,4,3,5,7,3,3,3,3,B,AA,1,1,2,3,3,5,5,3,3,4,2,3,3,4,2,1,AF,1,1,2,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,Participant seems to know 285,Katie,10/26/18,Phillip,
285,10/22/18,3:05,Phillip,E,S,AA,1,B,1,5,5,5,6,5,6,4,2,3,4,4,5,2,A,AF,3,1,5,6,5,5,4,5,5,4,5,6,5,7,2,2,AF,2,1,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,Participant seems to know 284,Katie,10/26/18,Phillip,
286,10/22/18,5:05,Phillip,F,A,AA,4,A,1,5,6,7,7,7,7,6,5,5,5,5,6,2,B,AF,3,1,5,6,7,7,7,7,7,7,7,6,6,7,1,2,AF,2,1,1,1,1,0,2,0,0,0,0,0,0,1,0,0,1,20,,Katie,10/26/18,Phillip,
287,10/24/18,2:30,Phillip,F,S,AA,3,B,1,6,7,6,6,7,6,6,4,5,5,5,6,3,B,AF,3,1,6,6,6,6,6,6,6,5,6,6,5,5,3,1,AA,2,1,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,19,Packet was incorrectly put together; Resume 1 version should be A,Katie,10/26/18,Phillip,"Incorrect packet. Both resumes are version B; ERROR DISCARD: both resumes same, checking debrief to see if p noticed; p noticed; DO NOT INCLUDE"
288,10/14/18,2:30,Phillip,E,C,AA,3,B,1,7,7,7,6,7,6,5,4,6,5,4,4,4,A,AF,2,1,7,7,7,7,7,6,6,6,7,5,4,6,3,2,AF,2,1,7,1,1,0,2,0,0,0,0,0,1,0,0,0,1,19,,Katie,10/26/18,Phillip,
289,10/24/18,3:00,Phillip,F,C,AA,4,B,1,6,6,6,6,6,6,6,4,3,4,4,4,4,A,AF,4,1,6,6,6,6,6,6,5,5,6,4,4,4,4,2,AF,2,1,1,1,2,0,2,0,0,0,0,0,0,1,0,0,2,1,,Katie,10/26/18,Phillip,
290,10/26/18,1:30,Phillip,F,S,AA,3,B,1,7,7,7,6,7,7,4,4,5,5,6,6,3,A,AF,2,1,7,7,7,7,7,7,7,7,5,5,6,7,1,1,AA,2,1,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Katie,11/1/18,Phillip,
291,10/24/18,5:05,Phillip,F,A,AF,2,A,1,5,5,5,5,6,5,6,6,6,3,4,5,2,B,AA,4,1,5,5,5,5,6,7,5,5,6,4,,5,3,2,AA,1,1,2,3,2,0,2,0,0,0,0,0,0,1,0,0,1,32,,Katie,11/1/18,Phillip,
292,10/31/18,2:30,Phillip,F,A,AA,1,B,1,4,5,5,4,6,6,5,4,4,6,5,4,4,A,AF,2,1,4,5,5,6,6,6,6,6,6,6,6,4,4,2,AF,2,1,1,1,2,0,,0,0,0,0,0,0,1,0,0,2,0.166,,Katie,11/1/18,Phillip,
293,10/31/18,2:30,Phillip,E,C,AF,1,A,1,6,7,6,6,6,6,6,6,6,6,6,5,3,B,AA,4,1,5,6,6,6,6,6,6,6,4,6,6,5,3,1,AF,1,1,2,1,2,0,2,0,0,1,0,0,0,1,0,0,1,19,,Katie,11/1/18,Phillip,
294,10/31/18,4:00,Phillip,F,S,AA,4,B,1,5,7,5,5,3,5,2,1,1,4,4,5,3,A,AF,3,1,6,7,5,6,4,5,7,7,7,4,4,6,2,2,AF,2,1,1,1,1,0,2,0,0,0,0,0,0,1,0,0,1,19,,Phillip,11/2/18,Katie,
295,11/2/18,1:30,Phillip,F,C,AF,2,B,1,5,7,6,6,6,5,7,7,7,5,6,3,5,A,AA,4,1,5,6,3,4,5,6,5,2,3,6,6,6,2,1,AF,1,1,2,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Phillip,11/2/18,Katie,
296,11/2/18,1:30,Phillip,E,C,AA,1,A,1,3,4,3,3,6,6,7,5,5,4,4,5,3,B,AF,2,1,3,4,3,3,5,6,6,6,6,4,4,4,4,2,AF,2,1,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Phillip,11/2/18,Katie,
297,11/2/18,2:30,Phillip,F,A,AF,4,A,1,5,6,5,5,6,6,6,6,7,4,5,5,3,B,AA,1,1,5,6,5,6,6,6,5,4,5,6,5,4,2,2,AA,1,1,2,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Phillip,11/2/18,Katie,
298,11/2/18,2:30,Phillip,E,S,AA,3,A,1,5,7,4,5,5,5,4,4,4,4,4,4,4,B,AF,1,1,5,7,6,5,4,5,4,4,5,4,4,4,4,2,AF,2,1,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Phillip,11/2/18,Katie,
299,11/2/18,3:00,Phillip,F,A,AA,3,A,1,4,5,4,4,5,6,2,4,2,5,4,4,4,B,AF,4,1,4,5,4,5,5,5,6,7,5,5,4,6,4,2,AF,2,2,7,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Phillip,11/2/18,Katie,
300,11/2/18,3:00,Phillip,E,S,AA,2,B,1,5,7,5,4,6,5,5,5,5,4,4,5,3,A,AF,2,1,6,6,6,6,6,5,5,5,6,4,4,5,3,2,AF,2,2,1,1,1,0,2,0,0,0,0,0,0,1,0,0,1,18,,Phillip,11/2/18,Katie,
301,11/5/18,3:05,Phillip,E,A,AA,2,B,1,7,7,7,7,6,6,6,6,4,5,6,5,2,A,AF,2,1,7,7,7,7,6,6,7,7,7,6,6,5,3,2,AF,2,1,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Katie,11/6/18,Phillip,
302,11/7/18,2:30,Phillip,E,A,AF,1,B,1,6,7,6,6,6,7,7,7,7,6,4,4,4,A,AA,1,1,6,7,6,6,7,7,6,7,7,6,4,4,4,2,AA,1,1,2,2,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Maria,11/13/18,Phillip,
303,11/7/18,3:30,Phillip,E,C,AA,4,A,,5,6,5,5,5,6,4,3,6,4,4,4,4,B,AF,1,,7,7,5,6,6,6,5,5,5,4,4,3,3,2,AF,2,1,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,19,,Maria,11/13/18,Phillip,
304,11/8/18,11:30,Laura B,F,C,AA,2,B,,5,7,5,6,6,5,6,4,6,4,4,4,4,A,AF,3,,5,7,5,6,6,5,6,5,7,4,4,4,4,1,AA,2,1,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Maria,11/13/18,Phillip,
305,11/8/18,12:30,Laura B,F,S,AF,4,B,1,6,6,6,5,7,7,6,5,5,6,6,4,4,A,AA,1,1,6,6,6,7,7,7,6,4,4,6,7,4,4,2,AA,1,1,2,1,1,0,2,0,0,0,0,0,0,1,0,0,1,19,,Maria,11/13/18,Phillip,
306,11/9/18,12:30,Katie,F,C,AA,3,A,1,6,7,5,5,6,6,5,4,6,4,4,5,3,B,AF,2,1,6,7,5,5,6,5,6,5,6,4,4,5,3,2,AF,2,1,1,1,1,0,2,0,0,0,0,0,0,1,0,0,1,19,,Maria,11/13/18,Phillip,
307,11/9/18,1:30,Phillip,F,S,AA,2,A,1,6,7,6,6,7,7,7,5,5,5,7,4,4,B,AF,2,1,6,7,7,7,7,7,7,6,6,6,6,4,4,2,AF,2,1,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,19,,Maria,11/13/18,Phillip,
308,11/9/18,1:30,Phillip,D,A,AF,1,A,1,4,5,5,5,6,6,6,4,4,5,5,4,5,B,AA,3,1,4,5,5,6,6,6,5,5,4,6,6,6,4,2,AA,1,1,2,1,2,0,2,0,0,0,0,0,0,1,0,0,2,13,,Katie,11/16/18,Phillip,
309,11/9/18,2:30,Phillip,E,S,AF,3,A,1,7,7,7,7,7,7,7,7,7,7,7,5,2,B,AA,1,1,7,7,7,6,7,6,6,7,7,7,7,5,2,1,AF,1,1,2,2,2,0,2,0,0,0,0,0,0,1,0,0,1,21,,Katie,11/16/18,Phillip,
310,11/13/18,11:30,Laura B,F,S,AF,1,B,1,5,6,5,5,4,6,7,7,7,4,4,5,3,A,AA,2,1,6,5,7,7,6,6,4,2,2,5,4,4,5,2,AA,1,1,2,1,1,0,2,0,0,0,0,0,0,1,0,0,1,19,,Katie,11/16/18,Phillip,
311,11/13/18,12:30,Laura B,F,C,AA,4,A,1,7,7,7,7,6,7,7,6,6,7,7,4,4,B,AF,2,1,7,7,7,7,6,7,7,7,7,7,7,5,3,1,AA,2,1,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Katie,11/16/18,Phillip,Packet was incorrectly put together. Both resumes were before both questions
312,11/13/18,1:00,Laura B,F,A,AF,1,B,1,6,6,4,4,6,4,3,5,5,3,5,5,3,A,AA,3,1,5,5,4,4,6,5,4,4,3,4,5,5,3,1,AF,1,1,2,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Katie,11/16/18,Phillip,
313,11/13/18,1:00,Laura B,E,C,AA,3,A,1,5,7,6,5,6,6,6,4,4,5,5,5,3,B,AF,4,1,6,7,6,5,6,6,7,7,7,5,5,6,2,2,AF,2,1,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Katie,11/16/18,Phillip,
314,11/13/18,1:30,Laura B,F,C,AF,3,A,1,7,7,7,7,7,7,7,7,7,,5,4,4,B,AA,3,1,7,7,7,7,7,7,7,4,7,5,7,4,4,2,AA,1,1,2,2,1,0,2,0,0,0,0,0,0,1,0,0,1,19.5,,Katie,11/16/18,Phillip,
