Subj,Date,Time,Experimenter,Room,Condition,res1_race,res1_name,res1_ver,res1_mancheck,res1_Q1,res1_Q2,res1_Q3,res1_Q4,res1_Q5,res1_Q6,res1_Q7,res1_Q8,res1_Q9,res1_Q10,res1_Q11,res1_Q12,res1_Q13,res2_ver,res2_race,res2_name,res2_mancheck,res2_Q1,res2_Q2,res2_Q3,res2_Q4,res2_Q5,res2_Q6,res2_Q7,res2_Q8,res2_Q9,res2_Q10,res2_Q11,res2_Q12,res2_Q13,hired,hired_race,res1racecheck,res1gendercheck,res2racecheck,res2gendercheck,p_gender1,p_gender1a,p_gender2,p_race_af,p_race_aa,p_race_ha,p_race_an,p_race_pi,p_race_mea,p_race_w,p_race_o,p_race_oa,p_us,p_uslength,Comments,Data Entry Analyst,Date Data Entered,Data Check,Notes
392,12/7/18,12:30,Katie,F,S,AF,2,B,1,6,7,6,6,7,6,6,6,6,5,5,5,4,A,AA,1,1,5,6,6,6,5,5,3,4,3,5,5,6,4,1,AF,1,1,2,1,1,0,2,0,0,0,0,0,0,1,0,0,1,18,,Phillip,12/10/18,Jillian,"Packet was put together incorrectly, the first resume and question set were switched"
393,12/7/18,12:30,Katie,E,S,AF,2,A,1,6,6,7,7,7,7,7,7,7,7,7,5,2,B,AA,4,1,6,6,7,7,7,7,7,4,5,7,7,4,4,1,AF,1,1,2,,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Phillip,12/10/18,Jillian,
394,12/7/18,1:00,Katie,F,C,AF,2,A,1,5,7,5,5,7,6,6,6,6,4,3,2,5,B,AA,2,1,5,7,5,5,6,6,5,5,1,4,4,2,3,2,AA,1,1,2,1,2,0,2,0,0,0,0,0,0,1,0,0,1,20,,Phillip,12/10/18,Jillian,
395,12/7/18,1:30,Katie,F,S,AF,2,A,1,5,6,6,7,6,7,7,4,5,5,5,4,4,B,AA,3,1,5,6,6,7,6,7,7,6,5,6,5,4,4,1,AF,1,1,2,1,2,0,2,0,0,0,0,0,0,1,0,0,1,19,,Phillip,12/10/18,Jillian,
396,12/7/18,2:00,Katie,F,A,AF,4,A,1,4,5,4,5,6,5,4,6,6,4,4,5,3,B,AA,1,1,4,5,4,5,6,6,5,5,4,4,4,5,4,1,AF,1,1,2,1,2,0,2,0,0,0,0,0,0,1,0,0,1,21,,Phillip,12/10/18,Jillian,
397,12/7/18,2:30,Katie,F,A,AA,4,B,1,5,5,5,6,5,6,5,5,5,4,4,4,4,A,AF,2,1,5,5,5,6,5,5,6,6,6,4,4,4,4,1,AA,2,2,4,1,2,0,2,0,0,0,0,0,0,1,0,0,2,7,,Phillip,12/10/18,Jillian,
398,12/7/18,2:30,Katie,E,A,AA,4,B,1,6,7,6,7,7,7,5,5,5,6,6,4,4,A,AF,4,1,6,7,6,6,6,6,6,5,5,6,6,4,4,2,AF,2,1,7,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Phillip,12/10/18,Jillian,
399,12/7/18,3:00,Katie,F,A,AF,4,A,1,5,5,5,6,7,7,5,7,7,6,5,4,4,B,AA,1,1,5,5,5,6,7,7,4,5,4,6,6,4,3,1,AF,1,1,2,1,2,0,2,0,0,0,0,0,1,0,0,0,2,2.5,,Phillip,12/10/18,Jillian,
400,12/7/18,3:00,Katie,E,C,AF,3,B,,5,7,7,6,7,7,7,7,7,3,4,4,4,A,AA,3,1,6,7,6,6,7,7,6,4,4,4,4,3,5,2,AA,1,1,2,1,1,0,2,0,0,0,0,0,0,1,0,0,1,18,,Phillip,12/10/18,Jillian,
401,12/7/18,3:30,Phillip,F,A,AA,1,A,1,4,5,4,6,7,6,4,6,6,6,6,7,2,B,AF,4,1,5,5,6,6,7,6,6,6,6,6,6,3,7,2,AF,2,1,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Phillip,12/10/18,Jillian,
402,1/11/19,11:30,Phillip,F,C,AF,1,B,1,7,7,7,7,7,7,7,6,6,4,4,6,3,A,AA,3,1,7,7,7,7,7,7,7,4,4,4,4,5,3,1,AF,1,1,2,1,2,0,2,0,0,0,0,0,0,1,0,0,1,21,,Jillian,1/14/19,Ahmed,
403,1/11/19,11:30,Phillip,D,C,AF,3,A,1,6,7,6,5,6,4,5,5,5,4,4,4,4,B,AA,2,1,5,7,5,5,5,4,5,5,5,4,4,4,4,2,AA,1,1,2,2,2,0,2,0,0,0,0,0,0,1,0,0,1,21,Left participant alone briefly while they read info statement ,Phillip,1/16/19,Jillian,
404,1/11/19,11:30,Phillip,C,A,AF,3,A,1,7,7,6,6,6,7,6,6,7,6,6,,,B,AA,2,,6,6,6,6,6,7,5,4,4,6,6,,,2,AA,1,1,2,1,1,0,2,0,0,0,0,0,0,1,0,0,2,1,Left participant alone briefly while they read info statement ,Henry,1/16/19,Jillian,
405,1/11/19,1:30,Phillip,F,A,AA,3,A,1,4,4,6,6,6,6,6,6,5,4,4,4,4,B,AF,3,1,4,4,6,6,6,6,6,6,6,5,5,4,4,2,AF,2,1,1,1,1,0,2,0,0,0,0,0,0,1,0,0,1,20,Misplaced participants name so they were confused if they were at the right study or not,Henry,1/16/19,Jillian,
406,1/11/19,1:30,Phillip,E,C,AA,1,A,1,6,6,6,6,5,5,3,3,3,5,4,5,2,B,AF,4,1,5,6,5,4,5,4,5,5,6,4,4,5,2,1,AA,2,2,7,1,1,0,2,0,0,0,0,1,0,1,0,0,1,19,,Henry,1/16/19,Jillian,Incorrect packet. Resume 1 should be AA4 instead of AA1.; Randomization ERROR (of name)
407,1/11/19,1:30,Phillip,D,A,AF,3,B,1,3,3,2,3,4,3,3,3,3,3,3,3,3,A,AA,4,1,2,2,2,2,4,2,2,3,4,4,4,4,4,1,AF,7,1,2,2,2,0,2,0,0,0,0,0,0,1,0,0,2,1,,Henry,1/16/19,Jillian,
408,1/11/19,1:30,Phillip,C,A,AF,2,B,1,3,4,3,6,5,6,4,4,7,6,5,4,4,A,AA,1,1,3,5,6,6,6,6,6,4,6,5,5,4,4,2,AA,1,1,2,2,1,0,2,0,0,0,0,0,0,1,0,0,1,20,,Henry,1/16/19,Jillian,
409,1/11/19,1:30,Phillip,K,S,AF,4,A,1,5,7,5,6,4,6,7,6,6,5,5,3,5,B,AA,4,1,5,7,6,6,5,6,4,3,3,4,6,3,5,2,AA,1,1,2,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Jillian,1/17/19,Ahmed,
410,1/11/19,2:30,Phillip,F,S,AA,4,A,1,5,6,7,6,6,6,6,5,5,5,5,4,5,B,AF,4,1,7,6,6,6,6,6,7,7,7,6,5,5,3,2,AF,2,1,1,1,1,0,2,0,0,0,0,0,0,1,0,0,1,18,,Jillian,1/17/19,Ahmed,
411,1/11/19,2:30,Phillip,E,A,AA,4,A,1,5,5,5,5,6,6,2,2,2,3,5,5,2,B,AF,4,1,5,7,6,5,7,6,6,6,6,3,4,3,5,2,AF,2,1,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Jillian,1/17/19,Ahmed,
412,1/11/19,2:30,Phillip,D,C,AF,2,B,1,5,5,4,5,6,5,5,5,5,4,4,5,3,A,AA,2,1,5,5,6,6,6,5,3,2,3,4,4,4,5,1,AF,7,1,2,1,1,0,2,0,0,0,0,0,0,1,0,0,2,0.5,,Jillian,1/18/19,Ahmed,
413,1/11/19,3:00,Phillip,F,C,AF,4,A,1,3,4,4,3,4,4,6,6,6,6,6,6,1,B,AA,4,1,5,6,5,6,5,5,2,1,4,3,5,4,3,2,AA,7,1,2,1,1,0,2,0,0,0,0,0,1,0,0,0,2,0.5,,Jillian,1/18/19,Ahmed,
414,1/11/19,3:00,Phillip,E,S,AA,2,B,1,7,7,7,7,6,6,5,4,4,5,5,4,4,A,AF,2,1,7,7,7,7,6,6,7,7,7,5,5,4,4,2,AF,2,1,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,19,,Jillian,1/18/19,Ahmed,
415,1/14/19,1:00,Jillian,F,S,AA,2,A,1,6,6,6,6,6,6,5,2,2,5,5,5,2,B,AF,2,1,6,6,6,6,6,6,6,6,6,6,6,3,5,2,AF,2,1,7,1,2,0,2,0,0,0,0,0,0,1,0,0,1,19,Some confusion as someone else showed up for the wrong study,Jillian,1/18/19,Ahmed,
416,1/14/19,1:00,Jillian,E,A,AA,1,A,1,3,6,5,5,6,5,3,2,2,5,5,4,4,B,AF,3,1,5,6,5,5,5,5,6,6,5,4,5,4,4,2,AF,2,1,1,1,1,0,2,0,0,0,0,0,0,1,0,0,1,18,Some confusion as someone else showed up for the wrong study,Jillian,1/18/19,Ahmed,
417,1/14/17,1:30,Jillian,F,C,AA,3,B,1,4,7,6,6,6,5,6,6,6,4,4,4,4,A,AF,2,1,4,7,6,6,6,6,6,6,6,4,4,4,4,1,AA,2,1,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Jillian,1/18/19,Ahmed,
418,1/14/19,1:30,Jillian,E,C,AA,1,B,1,5,7,6,6,5,5,4,1,2,5,5,3,5,A,AF,2,1,5,6,6,6,5,5,4,4,4,5,5,4,6,2,AF,2,2,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Jillian,1/18/19,Ahmed,
419,1/15/19,11:30,Jillian,F,S,AF,4,A,1,5,6,5,5,6,6,7,6,6,5,4,5,3,B,AA,4,1,6,6,5,5,6,6,6,5,4,5,4,4,3,2,AA,1,1,2,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Jillian,1/18/19,Phillip,
420,1/15/19,11:30,Jillian,E,A,AA,1,A,1,5,5,4,3,4,4,2,2,2,7,5,3,5,B,AF,2,1,5,5,4,4,3,4,5,5,7,7,4,3,6,2,AF,2,2,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Jillian,1/18/19,Phillip,
421,1/15/19,12:30,Jillian,F,S,AF,4,A,1,5,7,5,6,4,6,7,5,5,4,4,4,4,B,AA,4,1,5,7,5,5,4,5,4,4,2,4,4,4,4,1,AF,1,1,2,1,1,0,2,0,0,0,0,0,0,1,0,0,1,21,,Jillian,1/18/19,Phillip,
422,1/16/19,12:30,Jillian,F,S,AF,2,B,1,7,7,7,5,5,7,7,7,7,7,7,5,6,A,AA,4,1,7,7,7,7,7,7,5,4,4,7,7,6,3,1,AF,1,1,2,1,2,0,2,0,0,0,0,0,0,1,0,0,1,19,,Jillian,1/22/19,Phillip,
423,1/16/19,12:30,Jillian,E,S,AF,1,B,1,6,6,6,6,7,6,6,6,6,6,6,4,4,A,AA,3,1,6,6,6,6,7,6,5,4,4,5,5,4,4,1,AF,1,1,2,1,1,0,2,0,0,0,0,0,0,1,0,0,1,20,,Jillian,1/22/19,Phillip,
424,1/16/19,1:30,Jillian,F,S,AA,1,B,1,4,5,4,4,6,6,4,1,2,5,5,4,4,A,AF,3,1,4,6,5,5,6,6,6,6,6,4,4,4,4,2,AF,2,1,7,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Jillian,1/22/19,Phillip,
425,1/16/19,1:30,Jillian,E,C,AF,2,A,1,5,6,6,5,5,6,6,7,7,7,7,6,3,B,AA,3,1,5,5,6,5,6,6,2,3,3,5,5,6,3,2,AA,1,1,2,1,2,0,2,0,0,0,0,0,0,1,0,0,1,19,,Jillian,1/22/19,Phillip,
426,1/16/19,2:30,Laura B,F,S,AF,1,A,1,5,7,6,6,6,6,7,5,5,7,7,5,3,B,AA,4,1,6,7,6,6,7,6,5,5,5,7,7,4,4,1,AF,1,1,2,1,1,0,2,0,0,0,0,0,0,1,0,0,1,20,,Jillian,1/22/19,Phillip,
427,1/16/19,2:30,Laura B,E,A,AF,2,B,1,5,6,7,6,6,6,6,7,6,6,7,7,2,A,AA,3,1,6,7,7,5,7,6,5,4,2,6,6,6,3,1,AF,1,1,2,1,1,0,2,0,0,0,0,0,0,1,0,0,1,19,,Jillian,1/22/19,Phillip,Sibl coversheet stapled to the back of the packet
428,1/16/19,2:30,Laura B,D,A,AA,1,B,1,7,7,6,7,7,7,6,5,6,6,6,5,5,A,AF,4,1,4,4,4,4,6,5,6,6,7,5,5,5,5,1,AA,2,1,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Jillian,1/22/19,Phillip,
429,1/16/19,3:30,Phillip,F,S,AF,2,A,1,6,7,6,6,6,6,4,5,5,6,5,4,4,B,AA,3,1,6,7,6,6,6,6,5,4,4,6,5,4,4,2,AA,1,1,2,1,1,0,2,0,0,0,0,0,0,1,0,0,1,,Didn't go through follow up questions because wifi was temporarily down,Jillian,1/22/19,Phillip,
430,1/16/19,3:30,Phillip,E,S,AF,3,A,1,7,7,7,7,7,7,6,5,5,4,5,5,3,B,AA,3,1,7,7,7,7,7,7,5,5,4,4,4,5,3,1,AF,1,1,2,1,2,0,2,0,0,0,0,0,0,1,0,0,1,19,,Jillian,1/22/19,Phillip,
431,1/16/19,4:00,Phillip,F,S,AF,3,A,1,6,6,6,5,6,6,6,6,4,5,4,4,4,B,AA,4,1,6,6,6,5,6,6,5,4,4,5,4,4,4,2,AA,1,1,2,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,Participants seemed to know each other,Jillian,1/22/19,Phillip,
432,1/16/19,4:00,Phillip,E,C,AA,2,B,1,6,6,5,5,6,6,5,4,4,5,5,4,4,A,AF,4,1,6,6,6,5,5,6,5,6,6,6,6,4,4,1,AA,2,1,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,Partcipants seemed to know each other,Jillian,1/22/19,Phillip,Packet stapled incorrected. Resumes were next to each other in front of both of the evaluations
433,1/16/19,4:00,Phillip,D,C,AF,1,B,1,4,5,3,4,6,6,7,7,7,5,5,6,3,A,AA,4,1,6,7,6,6,5,6,4,3,3,5,5,4,3,2,AA,1,1,2,2,2,0,2,0,0,0,0,0,0,1,0,0,1,18,Participants seemed to know each other,Jillian,1/22/19,Phillip,
434,1/16/19,4:30,Phillip,F,S,AA,2,A,1,4,7,5,5,5,6,6,5,5,6,5,6,2,B,AF,1,1,5,7,7,6,6,7,6,6,6,,,5,3,2,AF,2,1,1,1,1,0,2,0,0,0,0,0,0,1,0,0,1,18,,Jillian,1/22/19,Phillip,
435,1/16/19,4:30,Phillip,E,A,AF,3,B,1,6,7,7,6,7,5,6,6,6,6,6,4,4,A,AA,3,1,6,7,6,6,7,6,6,6,6,6,6,4,4,2,AA,1,1,2,1,1,0,2,0,0,0,0,0,0,1,0,0,1,18,Interupted debriefing questions to tell me there was a card on an ethernet port,Jillian,1/22/19,Phillip,
436,1/17/19,11:30,Jillian,F,A,AF,2,A,1,5,6,7,6,5,6,6,6,6,6,6,3,5,B,AA,4,1,4,5,5,6,6,6,5,4,5,6,6,5,3,1,AF,1,1,2,1,1,0,2,0,0,0,0,0,0,1,0,0,2,18,Arrived late to the study,Jillian,1/22/19,Phillip,
437,1/17/19,12:30,Jillian,F,A,AA,4,A,1,3,5,4,6,5,4,2,2,2,3,3,4, ,B,AF,4,1,5,7,5,4,5,5,7,7,7,6,6,5,2,2,AF,7,1,2,1,1,0,2,0,0,0,0,0,0,0,1,White European,2,0.333,Wanted me to know he was new to America,Jillian,1/22/19,Phillip,
438,1/18/19,11:30,Phillip,F,C,AA,4,A,1,5,7,4,4,4,6,6,1,1,4,4,5,3,B,AF,2,1,5,6,5,5,6,5,6,3,7,4,5,5,3,2,AF,2,1,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,19,,Jillian,1/22/19,Phillip,
439,1/18/19,12:30,Phillip,F,C,AA,3,B,1,5,6,5,6,7,5,7,4,3,5,5,3,5,A,AF,4,1,7,6,7,6,7,7,6,6,5,5,5,3,5,2,AF,2,1,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Jillian,1/23/19,Phillip,
440,1/18/19,12:30,Phillip,E,C,AF,4,A,1,5,6,5,5,7,7,7,7,7,5,6,4,4,B,AA,1,1,5,6,5,5,7,6,5,3,3,5,5,4,4,1,AF,1,1,2,1,2,0,2,0,0,0,0,0,0,1,0,0,1,19,,Jillian,1/23/19,Phillip,
441,1/18/19,12:20,Phillip,D,S,AF,2,A,1,6,7,7,6,7,6,6,4,6,6,6,5,3,B,AA,4,1,6,6,7,6,7,7,3,3,2,5,5,6,2,1,AF,1,1,2,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Jillian,1/23/19,Phillip,
442,1/18/19,2:00,Jillian,F,A,AF,2,A,1,5,5,7,6,5,6,7,7,7,4,5,5,3,B,AA,3,1,5,5,6,6,5,6,5,4,4,4,4,4,4,1,AF,1,1,2,1,1,0,2,0,0,0,0,0,0,1,0,0,1,18,,Jillian,1/23/19,Phillip,
443,1/22/19,11:30,Jillian,F,S,AF,2,B,1,6,7,6,6,6,5,7,7,7,4,4,5,3,A,AA,3,1,6,7,7,7,7,7,6,3,2,4,4,4,4,2,AA,1,1,2,1,1,0,2,0,0,0,0,0,0,1,0,0,1,18,Incorrect number was fixed after the survey was taken,Jillian,1/23/19,Phillip,
444,1/24/19,11:30,Jillian,F,A,AF,4,A,1,4,4,3,5,7,6,2,2,3,2,2,2,2,B,AA,1,1,4,5,5,5,7,6,3,3,2,4,3,3,3,1,AF,7,1,2,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,Was interuppted during debriefing questions,Jillian,2/1/19,Phillip,
445,1/24/19,11:30,Jillian,E,S,AF,2,B,1,6,7,6,6,6,6,6,6,6,4,4,4,4,A,AA,1,1,7,6,6,6,6,6,5,5,5,4,4,4,4,0,,1,1,2,1,2,0,2,0,0,0,0,0,0,1,1,Basque/Spanish,1,18,,Jillian,2/1/19,Phillip,
446,12/24/19,11:30,Jillian,D,C,AF,4,A,1,5,7,7,7,7,7,7,6,7,5,4,6,3,B,AA,1,1,7,7,7,7,7,7,6,5,6,6,6,5,3,2,AA,1,1,2,2,1,0,2,0,0,0,0,0,0,1,0,0,1,18,,Jillian,2/1/19,Phillip,
447,1/24/19,12:00,Jillian,F,S,AF,4,B,1,5,6,5,5,7,4,7,7,7,4,3,3,3,A,AA,3,1,5,6,6,6,7,7,4,4,4,4,3,3,3,2,AA,1,1,2,1,2,0,2,0,0,0,0,0,1,0,0,0,2,10,,Jillian,2/1/19,Phillip,
448,1/25/19,11:30,Phillip,F,S,AA,2,B,1,6,7,6,6,6,6,7,5,5,4,4,4,4,B,AA,2,1,6,7,6,6,6,6,7,5,5,4,4,4,4,1,AA,2,1,2,1,2,0,2,0,0,0,0,0,0,1,0,0,1,19,Packet had resume AA2B twice,Jillian,2/1/19,Phillip,Incorrect packet. Had AA2B twice.; ERROR DISCARD: for getting 2 Asain name resumes DO NOT INCLUDE
449,1/25/19,11:30,Phillip,E,A,AF,1,A,1,3,5,3,2,5,3,2,7,7,6,6,5,3,B,AA,2,1,4,6,5,5,5,6,6,7,7,6,6,4,3,2,AA,1,1,2,1,1,0,2,0,0,0,0,0,0,1,0,0,1,19,,Jillian,2/1/19,Phillip,
450,1/25/19,1:30,Jillian,F,A,AF,1,A,1,4,6,5,4,6,5,3,5,6,6,,3,5,A,AA,4,1,6,5,5,5,6,5,3,2,2,4,5,6,3,1,AF,1,1,2,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Jillian,2/1/19,Phillip,"Incorrect packet. Both resumes were version A; ERROR: both resumes same, checking debrief to see if participant noticed; p. did not notice"
451,1/25/19,1:30,Jillian,E,C,AF,1,A,1,5,7,7,7,6,6,7,7,7,5,6,2,5,B,AA,3,1,6,7,7,7,6,7,7,5,6,6,6,5,2,2,AA,1,1,2,1,2,0,2,0,0,0,0,0,0,1,0,0,1,19,,Jillian,2/1/19,Phillip,
452,1/25/19,2:00,Jillian,F,S,AA,3,A,1,7,7,7,7,7,7,6,4,4,5,7,4,4,B,AF,2,1,7,7,7,7,7,7,7,7,7,5,7,4,4,1,AA,2,1,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,20,,Henry,2/6/19,Phillip,
453,1/25/19,2:00,Jillian,E,S,AA,3,B,1,5,5,5,4,5,4,4,3,7,4,4,5,2,A,AF,2,1,5,5,5,6,5,5,7,7,7,6,6,5,2,2,AF,2,1,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Henry,2/6/19,Phillip,
454,1/29/19,12:00,Jillian,F,C,AA,3,B,1,6,7,6,6,6,6,6,6,6,5,5,4,4,A,AF,2,1,6,7,6,6,6,6,6,5,5,5,5,4,4,1,AF,2,1,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,20,,Henry,2/6/19,Phillip,Incorrect packet. Both resumes are wrong. Packet instead matches resumes for 453; Randomization ERROR (counterbalancing)
455,1/30/19,1:00,Jillian,F,C,AA,3,B,1,4,5,4,5,5,4,6,6,6,5,5,5,4,A,AF,2,1,5,6,5,5,5,5,5,4,4,5,5,5,3,1,AF,2,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,18,,Henry,2/6/19,Phillip,"Incorrect packet. Both resumes are wrong. Packets instead matches resumes for 453; Randomization errors (counterbalancing, wrong names selected)"
456,1/30/19,1:30,Jillian,F,A,AA,2,A,1,5,6,5,6,6,6,5,4,4,6,6,4,4,B,AF,2,1,5,6,7,6,6,7,5,5,5,6,6,4,4,2,AF,2,1,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Henry,2/6/19,Phillip,
457,1/30/19,3:00,Phillip,F,S,AA,2,A,1,6,7,6,6,7,5,4,3,3,6,6,3,3,B,AF,4,1,7,7,6,6,7,5,5,5,5,6,6,3,3,2,AF,2,1,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,20,,Henry,2/6/19,Phillip,
458,1/31/19,11:30,Jillian,F,A,AA,3,A,1,4,7,5,5,7,7,5,4,4,5,5,3,5,B,AF,2,1,4,7,5,5,7,7,5,5,4,5,5,3,5,2,AF,2,1,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,19,,Henry,2/6/19,Phillip,
459,2/1/19,11:30,Phillip,F,C,AA,2,B,1,5,6,6,5,5,6,7,2,3,5,5,4,4,A,AF,1,1,4,5,4,5,6,4,7,4,7,4,4,6,3,1,AA,2,1,1,1,1,0,2,0,0,0,0,0,0,1,0,0,1,18,,Henry,2/6/19,Phillip,
460,2/1/19,1:30,Jillian,F,C,AA,1,A,1,6,7,7,6,6,6,5,4,4,4,5,4,4,B,AF,2,1,6,7,6,6,6,,5,5,5,4,4,4,4,1,AA,2,2,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,19,,Henry,2/6/19,Phillip,
461,2/13/19,12:30,Jillian,F,A,AF,2,A,1,4,7,6,6,7,6,6,7,7,4,4,6,2,B,AA,1,1,4,7,6,6,7,6,6,6,6,4,4,5,3,2,AA,1,1,2,2,2,0,2,0,0,0,0,0,1,0,0,0,2,8,,Katie,3/14/19,Phillip,
462,2/13/19,1:30,Jillian,F,A,AF,4,B,1,3,4,3,5,6,6,5,6,6,5,5,5,3,A,AA,1,1,3,4,4,5,6,6,4,3,3,5,5,3,4,2,AA,1,1,2,2,2,0,2,0,0,0,0,0,0,1,0,0,1,,,Katie,3/14/19,Phillip,
463,2/13/19,1:30,Jillian,E,A,AA,3,A,1,3,4,2,3,5,5,2,1,2,4,4,5,2,B,AF,3,1,5,5,6,6,4,5,7,7,7,4,4,5,2,2,AF,2,1,1,1,1,0,2,0,0,0,0,0,0,1,0,0,1,18,,Katie,3/14/19,Phillip,
