Subj,Date,Time,Experimenter,Room,Condition,res1_race,res1_name,res1_ver,res1_mancheck,res1_Q1,res1_Q2,res1_Q3,res1_Q4,res1_Q5,res1_Q6,res1_Q7,res1_Q8,res1_Q9,res1_Q10,res1_Q11,res1_Q12,res1_Q13,res2_ver,res2_race,res2_name,res2_mancheck,res2_Q1,res2_Q2,res2_Q3,res2_Q4,res2_Q5,res2_Q6,res2_Q7,res2_Q8,res2_Q9,res2_Q10,res2_Q11,res2_Q12,res2_Q13,hired,hired_race,res1racecheck,res1gendercheck,res2racecheck,res2gendercheck,p_gender1,p_gender1a,p_gender2,p_race_af,p_race_aa,p_race_ha,p_race_an,p_race_pi,p_race_mea,p_race_w,p_race_o,p_race_oa,p_us,p_uslength,Comments,Data Entry Analyst,Date Data Entered,Data Check,Notes
464,2/15/19,11:30,Phillip,E,C,AA,3,A,1,5,7,5,6,6,5,5,4,4,4,4,4,4,B,AF,3,1,5,7,6,5,5,5,6,5,5,4,4,4,4,1,AA,2,1,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,21,,Katie,3/14/19,Phillip,"Incorrect Packet. Both resumes wrong- Did not match logsheet.; Randomization errors (counterbalancing, wrong names selected)"
465,2/19/19,11:30,Jillian,F,A,AF,2,B,1,6,7,5,5,7,7,5,5,7,5,4,5,1,A,AA,1,1,4,4,5,4,7,7,3,2,2,3,6,7,1,1,AF,1,1,2,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Katie,3/14/19,Phillip,
466,2/20/19,12:30,Jillian,F,C,AF,4,B,1,5,6,7,6,5,6,7,7,7,5,5,5,3,A,AA,3,1,4,6,5,5,4,5,6,3,2,5,5,5,3,1,AF,7,1,2,1,1,0,2,0,0,0,0,0,0,1,0,0,2,1,,Katie,3/14/19,Phillip,P showed up late and then was waiting a while
467,2/27/19,3:00,Phillip,F,S,AF,2,B,1,5,7,6,6,6,7,7,6,6,4,5,6,4,A,AA,1,1,4,6,5,5,5,4,3,3,2,5,6,6,3,1,AF,1,1,2,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Jillian,3/14/19,Phillip,
468,2/20/19,1:30,Jillian,F,A,AF,1,B,1,5,6,4,5,6,4,5,5,5,4,4,4,2,A,AA,3,1,5,6,5,4,6,5,5,3,4,5,4,4,3,1,AF,1,1,2,1,2,0,2,0,0,0,0,0,0,1,0,0,1,20,,Jillian,3/14/19,Phillip,
469,2/20/19,1:30,Jillian,F,S,AA,1,B,1,6,7,6,6,6,4,4,4,4,5,4,4,4,A,AF,2,1,6,7,6,6,6,6,5,5,5,4,4,4,4,1,AA,2,1,1,1,2,0,2,0,0,1,0,0,0,1,0,0,1,18,,Jillian,3/14/19,Phillip,
470,2/20/19,3:30,Phillip,F,C,AF,1,A,1,5,7,4,4,4,5,6,6,6,5,4,4,4,B,AA,2,1,5,7,5,5,5,5,4,3,4,4,4,4,4,2,AA,7,1,2,1,1,0,2,0,0,0,0,0,0,1,0,0,2,2,,Jillian,3/14/19,Phillip,
471,2/22/19,11:30,Phillip,F,A,AF,2,B,1,5,6,5,5,7,6,5,5,5,4,4,3,4,A,AA,2,1,5,6,5,5,7,6,4,3,3,4,4,4,3,1,AF,1,1,2,2,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Jillian,3/14/19,Phillip,
472,2/22/19,11:30,Phillip,E,C,AA,3,B,1,5,7,6,6,6,5,6,4,5,5,,3,5,A,AF,1,1,6,7,6,6,6,5,6,6,6,5,5,4,4,2,AF,2,1,1,1,2,0,2,0,0,1,0,0,0,1,0,0,1,19,,Jillian,3/14/19,Phillip,
473,2/22/19,11:30,Phillip,D,A,AF,4,A,1,7,7,4,5,6,6,6,6,5,4,6,3,5,B,AA,2,1,5,7,5,6,7,6,3,3,3,4,4,6,3,1,AF,7,1,2,2,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Phillip,3/15/19,Jillian,Sibl coversheet stapled to the back of the packet
474,2/22/19,1:30,Jillian,F,A,AA,4,A,1,5,5,4,3,6,6,3,2,2,6,5,4,4,B,AF,3,1,7,7,6,6,6,5,7,7,7,6,5,4,4,2,AF,2,1,1,1,1,0,2,0,0,0,0,0,1,0,0,0,2,7,,Phillip,3/15/19,Jillian,
475,2/22/19,2:00,Jillian,F,S,AF,4,A,1,7,7,7,7,7,7,7,7,7,6,6,6,3,B,AA,1,1,7,7,7,7,7,7,4,4,3,6,6,4,4,1,AF,1,1,2,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Phillip,3/15/19,Jillian ,Changed res1_q10-q12
476,2/27/18,3:00,Phillip,E,C,AA,1,B,1,4,7,7,6,6,6,6,4,6,4,4,4,4,A,AF,1,1,4,7,7,5,6,5,6,4,6,4,4,4,4,1,AA,2,1,1,1,1,0,2,0,0,0,0,0,0,1,0,0,1,19,,Phillip,3/15/19,Jillian ,
477,3/1/19,11:30,Phillip,F,A,AF,3,B,1,5,6,6,6,6,6,6,6,6,6,6,6,3,A,AA,1,1,5,6,7,7,6,6,6,6,7,5,5,4,4,1,AF,1,1,2,1,1,0,2,0,0,0,0,0,0,1,0,0,1,21,,Phillip,3/15/19,Jillian ,
478,3/1/19,1:30,Jillian,F,C,AF,2,A,1,5,7,7,7,6,6,7,7,7,5,5,6,3,B,AA,1,1,6,7,7,6,6,6,5,5,5,6,5,4,4,1,AF,1,1,2,1,2,0,2,0,0,0,0,0,0,1,0,0,1,19,,Phillip,3/15/19,Jillian ,
479,3/1/19,1:30,Jillian,E,A,AF,1,B,1,5,5,4,6,7,7,3,5,5,4,5,4,4,A,AA,4,1,5,4,4,5,5,5,4,4,5,4,5,4,4,1,AF,1,1,2,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Phillip,3/15/19,Jillian ,
480,3/1/19,1:30,Jillian,D,C,AA,3,B,1,6,7,5,5,7,6,4,3,3,5,5,5,3,A,AF,4,1,5,7,5,6,7,7,5,5,6,5,5,6,3,1,AA,2,1,7,1,2,0,2,0,0,0,0,0,0,1,0,0,1,19,,Phillip,3/15/19,Jillian ,
481,3/1/19,1:30,Jillian,C,C,AF,1,A,1,6,6,6,4,7,6,6,6,4,4,6,2,6,B,AA,4,1,6,6,6,5,5,5,3,1,4,4,4,1,6,1,AF,7,1,2,2,2,0,2,0,0,0,0,0,0,1,0,0,1,,,Phillip,3/15/19,Jillian ,
482,3/1/19,1:30,Jillian,K,C,AA,2,B,1,6,7,6,6,7,6,5,5,5,6,5,5,3,A,AF,4,1,6,7,6,6,7,6,6,6,6,6,5,6,2,,,2,1,1,1,1,0,2,0,0,0,0,0,0,1,0,0,1,18,,Phillip,3/15/19,Jillian ,
483,3/4/19,10:30,Jillian,F,S,AA,3,B,1,5,6,6,6,7,6,6,5,6,4,4,4,4,A,AF,2,1,5,6,5,5,6,6,6,5,6,4,4,4,4,1,AA,2,1,,1,2,0,2,0,0,0,0,0,0,1,0,0,2,4.5,,Phillip,3/15/19,Jillian ,
484,3/4/19,2:00,Jillian,F,S,AA,2,B,,5,6,5,5,5,4,5,3,4,4,3,3,5,A,AF,1,,5,7,4,5,5,5,7,6,6,5,4,4,5,2,AF,2,1,1,1,1,0,2,0,0,0,0,0,0,1,0,0,1,28,,Phillip,3/15/19,Jillian ,
485,3/5/19,11:30,Jillian,F,S,AA,2,A,1,7,7,6,6,7,6,7,5,2,5,5,7,4,B,AF,3,1,6,7,6,7,5,6,7,7,7,6,6,6,5,1,AA,2,1,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Phillip,3/15/19,Jillian ,
486,3/5/19,12:00,Jillian,F,A,AA,3,A,1,1,2,1,2,6,6,3,3,1,3,3,3,3,B,AF,4,1,2,2,2,3,7,7,5,4,4,3,3,3,3,2,AF,2,1,7,1,2,0,2,0,0,0,0,0,0,1,0,0,2,1,,Phillip,3/15/19,Jillian ,
487,3/5/19,12:30,Jillian,F,C,AA,3,B,1,7,7,6,6,5,5,5,5,5,5,5,5,5,A,AF,3,1,7,7,7,6,6,5,6,6,6,5,5,5,5,2,AF,2,1,1,1,2,0,2,0,0,0,0,0,1,0,0,0,1,19,,Phillip,3/15/19,Jillian ,
488,3/6/19,12:30,Jillian,F,A,AF,1,B,1,6,6,6,6,6,6,6,6,6,4,4,5,2,A,AA,3,1,6,6,6,6,6,6,4,4,4,4,4,5,2,1,AF,1,1,2,1,2,0,2,0,0,0,0,0,1,0,0,0,1,17,,Phillip,3/15/19,Jillian ,
489,3/6/19,1:30,Jillian,F,A,AF,2,A,1,4,4,5,5,4,6,6,6,7,6,6,4,4,B,AA,3,1,5,5,5,4,5,6,5,5,4,4,5,4,4,1,AF,1,1,2,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Phillip,3/15/19,Jillian ,
490,3/7/19,12:30,Jillian,F,C,AA,1,A,1,5,5,4,5,6,5,7,6,6,5,5,4,5,B,AF,2,1,5,6,6,6,6,5,7,7,7,5,5,6,3,2,AF,2,1,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,19,,Phillip,3/15/19,Jillian ,
491,3/11/19,1:00,Jillian,F,C,AA,4,A,1,7,7,7,7,7,7,5,4,3,7,7,6,2,B,AF,4,1,7,7,7,7,7,7,7,7,7,7,7,7,2,2,AF,2,1,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,20,,Phillip,3/15/19,Jillian ,
492,3/11/19,1:30,Jillian,F,A,AF,4,A,1,5,7,6,6,7,7,6,6,5,5,5,5,4,B,AA,2,1,4,7,6,6,7,7,6,5,4,6,6,5,4,1,AF,1,1,2,2,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Phillip,3/15/19,Jillian ,
493,3/11/19,2:00,Jillian,F,C,AA,1,A,1,6,6,6,6,6,6,4,3,3,4,5,4,4,B,AF,2,1,6,6,6,6,6,6,6,6,6,4,5,5,4,1,AA,2,1,1,1,1,0,2,0,0,0,0,0,0,1,0,0,1,19,,Phillip,3/15/19,Jillian ,
494,3/11/19,4:00,Phillip,F,A,AF,4,B,1,4,4,4,3,5,5,5,5,5,3,5,4,2,A,AA,2,1,3,3,,2,5,5,4,3,3,5,5,5,2,1,AF,1,1,2,1,2,0,2,0,0,0,0,0,0,1,1,Armenian American,2,17.5,,Phillip,3/15/19,Jillian ,
495,3/11/19,5:30,Phillip,F,C,AA,2,B,1,7,7,7,7,7,7,7,3,3,4,4,4,4,A,AF,1,1,7,7,7,7,7,7,7,6,6,5,5,6,2,2,AF,2,1,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,21,,Phillip,3/15/19,Jillian ,
496,3/11/19,5:30,Phillip,F,C,AA,3,B,1,7,6,7,4,4,6,5,4,6,6,6,6,6,A,AF,3,1,5,4,4,6,5,4,5,5,5,5,6,6,6,1,AA,2,1,1,1,1,0,2,0,0,0,0,0,0,1,0,0,2,7,,Phillip,3/15/19,Jillian ,
497,3/13/19,1:30,Jillian,F,S,AA,3,B,,5,6,5,5,5,5,5,5,6,4,4,5,3,A,AF,4,,5,6,6,6,5,5,6,6,7,4,4,6,2,2,AF,2,1,1,1,1,0,2,0,0,0,0,0,0,1,0,0,1,19,,Phillip,3/15/19,Jillian ,
498,3/13/19,1:30,Jillian,E,C,AA,2,B,1,7,7,7,7,7,7,6,4,4,6,6,6,2,A,AF,1,1,7,7,7,7,7,7,7,7,7,7,7,7,1,2,AF,2,1,1,1,1,0,2,0,0,0,0,0,0,1,0,0,1,,,Phillip,3/15/19,Jillian ,
499,3/13/19,1:30,Jillian,D,S,AF,2,A,1,6,7,6,6,6,6,6,6,5,6,6,4,4,B,Aa,1,,6,7,6,6,6,6,6,6,4,6,6,4,4,2,AA,1,1,2,2,2,0,2,0,0,0,0,0,0,1,0,0,1,19,,Phillip,3/15/19,Jillian ,
500,3/13/19,3:00,Phillip,F,A,AF,4,A,1,5,7,6,5,6,6,7,6,6,6,5,,3,B,AA,1,1,3,5,7,7,6,6,5,4,3,4,5,5,3,1,AF,1,1,2,3,1,0,2,0,0,0,0,0,0,1,0,0,1,19,,Phillip,3/15/19,Jillian ,
501,3/13/19,3:00,Phillip,E,C,AF,1,A,1,4,3,4,5,6,5,5,5,5,4,4,4,4,B,AA,2,1,6,6,6,7,7,6,5,3,3,4,4,4,4,2,AA,1,1,2,1,1,0,2,0,0,0,0,0,0,1,0,0,1,14,,Phillip,3/15/19,Jillian ,Changed p_uslength from 19 to 14
502,3/14/19,9:05,Katie,F,C,AF,4,B,1,7,7,7,7,7,7,7,6,6,6,5,5,4,A,AA,4,1,7,7,7,7,7,7,6,6,5,6,5,4,4,1,AF,1,1,2,1,2,0,2,0,0,0,0,0,0,1,0,0,1,19,,Phillip,3/15/19,Jillian ,
503,3/14/19,11:30,Jillian,F,C,AF,2,A,1,7,7,7,7,6,6,7,6,6,5,5,5,3,B,AA,1,1,7,7,7,7,6,6,7,6,5,5,6,5,3,2,AA,1,1,2,1,1,0,2,0,0,0,0,0,0,1,0,0,1,19,,Phillip,3/15/19,Jillian ,
504,3/14/19,1:00,Phillip,F,S,AF,4,B,1,6,6,7,6,6,6,4,4,5,4,4,4,4,A,AA,1,1,6,6,7,6,6,6,5,3,4,4,4,4,4,1,AF,1,1,2,1,1,0,2,0,0,0,0,0,0,1,0,0,1,19,,Phillip,3/15/19,Jillian ,
505,4/9/19,10:30,Jillian,F,S,AA,1,A,1,6,7,7,6,5,6,5,4,3,6,6,5,2,B,AF,3,,6,7,6,6,5,6,6,6,6,6,5,6,2,2,AF,2,2,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Jillian,4/9/19,Julia ,
506,4/9/19,10:30,Jillian,E,A,AF,3,B,1,4,6,4,4,6,6,3,3,4,4,4,4,4,A,AA,3,,4,6,4,4,6,6,3,3,3,4,4,4,4,1,AF,1,1,2,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Jillian,4/9/19,Julia ,
507,4/9/19,11:00,Jillian,F,A,AA,1,A,1,6,7,6,6,7,6,7,7,4,7,7,4,4,B,AF,1,1,6,7,6,6,7,6,7,7,7,7,7,5,3,2,AF,2,1,1,1,1,0,2,0,0,0,0,0,0,1,0,0,2,17,,Jillian,4/9/19,Julia ,
508,4/9/19,12:00,Jillian ,F,A,AF,2,B,1,7,7,7,7,7,7,6,7,6,6,6,6,6,A,AA,3,1,7,7,7,7,7,7,6,6,7,6,6,6,6,1,AF,1,1,2,1,2,0,2,0,0,0,0,0,0,1,0,0,1,20,,Jillian,4/10/19,Julia ,
509,4/9/19,12:00,Jillian,E,C,AA,1,B,1,6,7,7,6,,6,7,5,5,5,7,6,5,A,AF,1,1,6,7,7,7,7,7,7,7,7,7,7,7,3,2,AF,2,1,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,22,P. was late,Jillian,4/10/19,Julia ,
510,4/10/19,11:30,Katie,F,A,AF,3,B,1,1,2,1,2,6,6,4,4,4,4,4,4,4,A,AA,3,,1,2,1,1,6,6,4,3,2,4,4,4,4,1,AF,1,1,2,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Jillian,4/10/19,Julia ,
511,4/10/19,12:00,Katie,E,A,AF,3,A,1,6,7,7,7,6,6,6,7,7,6,6,6,2,B,AA,4,1,5,7,6,7,7,7,5,5,5,6,6,4,4,1,AF,1,1,2,1,1,0,2,0,0,0,0,0,0,1,0,0,1,17,,Jillian,4/10/19,Julia ,
512,4/10/19,12:00,Katie,D,A,AF,1,B,1,6,7,6,6,6,6,6,6,6,6,6,6,2,A,AA,4,1,5,6,5,5,5,5,4,4,4,5,5,5,3,1,AF,1,1,2,2,2,0,2,0,0,0,0,0,0,1,0,0,1,20,,Jillian,4/10/19,Julia ,
513,4/10/19,1:30,Jillian,F,C,AA,2,B,1,5,6,7,,7,7,5,3,3,4,4,4,4,A,AF,1,1,6,7,6,6,7,6,5,5,5,4,4,4,4,2,AF,2,1,7,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Jillian,4/10/19,Julia ,
514,4/10/19,1:30,Jillian,E,C,AF,3,A,1,7,7,6,6,6,7,6,4,6,4,4,4,4,B,AA,1,1,6,6,7,6,7,6,5,5,4,4,4,4,4,1,AF,1,1,2,1,2,0,2,0,0,0,0,0,0,1,0,0,1,22,,Jillian,4/10/19,Julia ,
515,4/10/19,2:00,Jillian,F,S,AA,4,A,1,5,6,5,5,6,6,4,4,5,4,4,4,4,B,AF,3,1,6,7,6,6,6,6,5,5,7,4,4,4,4,2,AF,2,1,1,1,2,0,2,0,0,1,0,0,0,1,0,0,1,18,,Jillian,4/10/19,Julia ,
516,4/11/19,10:30,Jillian,F,S,AF,1,A,1,1,1,3,3,2,3,,6,6,3.5,3.5,3.5,3.5,B,AA,4,1,3,3,3,3,3,3,4,1,3,3.5,3.5,3.5,3.5,2,AA,1,1,2,1,2,0,2,0,0,0,0,0,0,1,0,0,2,4,,Julia ,4/12/19,Jillian,
517,4/11/19,10:30,Jillian,E,S,AF,1,B,1,6,7,6,6,6,7,6,7,7,6,6,5,3,A,AA,2,1,6,7,6,6,6,6,4,3,3,5,5,4,4,1,AF,1,1,2,2,1,0,2,0,0,0,0,0,0,1,0,0,1,21,,Jillian,4/15/19,Rika,
518,4/11/19,10:30,Jillian,D,S,AF,4,A,,5,7,5,5,6,6,6,5,5,6,5,4,4,B,AA,3,,5,7,6,6,6,6,6,4,4,6,5,4,4,2,AA,1,1,2,1,1,0,2,0,0,0,0,0,0,1,0,0,1,19,,Jillian,4/15/19,Rika,
519,4/11/19,11:00,Jillian,F,C,AF,2,A,1,6,7,6,6,7,7,7,7,7,6,6,4,4,B,AA,2,1,6,7,7,7,7,7,6,5,5,7,7,4,4,1,AF,1,2,2,1,2,0,2,0,0,0,0,0,0,1,0,0,1,19,,Jillian,4/15/19,Julia ,
520,4/11/19,11:30,Jillian,F,C,AA,4,A,1,5,6,5,5,6,4,3,4,3,3,4,5,3,B,AF,2,1,4,6,5,3,5,4,7,7,7,6,5,7,2,2,AF,2,2,1,1,1,0,2,0,0,0,0,0,1,0,0,0,2,13,P. was in a hurry. No debrief Qs.,Jillian,4/15/19,Julia ,
521,4/11/19,11:30,Jillian,E,A,AF,1,A,1,6,7,5,5,7,7,6,5,5,4,4,4,3,B,AA,3,1,4,7,6,6,7,7,5,4,4,4,4,4,3,1,AF,1,1,2,1,2,0,2,0,0,0,0,0,0,1,0,0,1,19,P. seemed to know P. 522,Jillian,4/15/19,Julia ,
522,4/11/19,11:30,Jillian,D,A,AF,2,A,1,3,4,3,3,5,5,4,5,6,5,4,5,3,B,AA,1,1,4,4,5,5,5,5,4,3,2,4,4,5,3,2,AA,1,1,2,2,2,0,2,0,0,0,0,0,0,1,0,0,1,18,P. seemed to know P. 521,Jillian,4/15/19,Julia ,
523,4/11/19,12:00,Jillian,F,A,AF,4,A,1,,,,,,,,,,,,,,B,AA,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P. did not want to continue with the study,Jillian,4/15/19,Julia ,
524,4/16/19,10:30,Jillian,F,C,AA,4,A,,5,4,5,,7,5,5,5,5,5,5,5,3,B,AF,4,,6,5,5,7,7,5,6,6,6,6,6,6,2,2,AF,2,1,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,19,,Jillian,4/16/19,Ahmed,
525,4/16/19,10:30,Jilian,E,A,AF,3,A,1,4,4,5,5,6,5,6,5,5,4,4,4,4,B,AA,4,1,5,5,5,5,5,5,4,4,4,5,5,4,4,2,AA,1,1,2,2,1,0,2,0,0,0,0,0,0,1,0,0,1,18,,Jillian,4/16/19,Ahmed,
526,4/16/19,11:30,Jilian,F,A,AA,1,B,1,4,7,6,7,7,7,7,3,2,7,7,7,1,A,AF,3,1,7,7,7,7,7,7,7,7,7,7,7,4,4,2,AF,2,1,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,19,,Jillian,4/16/19,Ahmed,
527,4/16/19,11:30,Jillian,E,A,AF,1,A,1,5,7,5,5,4,4,6,6,6,4,5,3,5,B,AA,4,1,4,5,3,3,5,4,3,3,3,4,4,4,4,1,AF,1,1,2,1,1,0,2,0,0,0,0,0,0,1,0,0,1,21,,Jillian,4/16/19,Ahmed,
528,4/16/19,12:00,Jillian,F,C,AF,1,B,1,5,7,7,7,6,7,7,7,7,5,5,6,2,A,AA,2,1,5,7,7,7,6,7,7,5,4,6,5,5,3,2,AA,1,1,2,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,"P. arrived very late, n debriefing Qs",Jillian,4/17/19,Ahmed,
529,4/17/19,10:30,Katie,F,C,AF,4,B,1,6,7,7,6,6,6,5,4,4,5,5,5,2,A,AA,2,1,7,7,7,7,7,7,3,3,3,5,6,5,3,2,AA,1,1,2,1,1,0,2,0,0,0,0,0,0,1,0,0,1,21,,Jillian,4/17/19,Ahmed,
530,4/17/19,10:30,Katie,E,C,AA,2,A,1,7,7,7,7,7,7,7,5,4,6,6,4,4,B,AF,4,1,7,7,7,7,7,7,7,7,7,6,6,5,3,2,AF,2,1,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,19,,Jillian,4/17/19,Ahmed,
531,4/17/19,11:00,Katie,F,A,AA,4,B,1,5,6,5,7,6,7,6,4,4,4,5,4,4,A,AF,1,1,5,6,5,6,7,7,6,6,6,4,4,4,4,1,AA,2,1,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Jillian,4/18/19,Ahmed,
532,4/17/19,11:30,Katie,F,C,AA,3,A,1,4,6,4,5,6,5,6,4,4,5,4,3,5,B,AF,1,1,5,6,5,5,6,5,7,6,7,5,5,5,3,2,AF,2,1,1,1,1,0,2,0,0,0,0,0,0,1,0,0,1,20,,Jillian,4/18/19,Ahmed,
533,4/17/19,1:30,Jillian,F,C,AF,2,A,1,5,6,6,6,5,5,6,5,5,6,5,6,4,B,AA,2,1,6,7,6,6,6,6,6,4,4,5,5,4,5,2,AA,1,1,2,2,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Jillian,4/18/19,Ahmed,
534,4/17/19,2:30,Jillian,F,S,AA,1,B,1,6,6,7,7,7,7,5,5,6,7,6,3,5,A,AF,4,1,6,6,6,6,7,7,7,7,7,7,7,5,3,2,AF,2,1,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,20,,Jillian,4/18/19,Ahmed,
535,4/17/19,2:30,Jillian,F,S,AF,2,A,1,6,7,6,6,7,6,7,5,5,5,6,4,4,B,AA,3,1,6,7,7,6,7,6,7,5,5,5,6,5,5,2,AA,1,1,2,1,2,0,2,0,0,0,0,0,0,1,0,0,1,19,,Jillian,4/18/19,Ahmed,
536,4/17/19,3:00,Jillian,F,A,AA,1,A,1,3,3,3,4,5,5,3,3,3,4,5,4,4,B,AF,3,1,4,5,4,4,4,4,4,7,7,4,4,5,2,2,AF,2,1,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,18,,Jillian,4/18/19,Ahmed,
537,4/18/19,10:30,Jillian,F,C,AF,4,A,1,7,6,6,6,7,7,7,7,6,6,5,6,4,B,AA,3,1,7,7,6,6,7,6,6,6,5,5,5,5,4,2,AA,1,1,2,1,2,0,2,0,0,0,0,0,0,1,0,0,1,19,,Jillian,4/18/19,Ahmed,
538,4/18/19,10:30,Jillian,E,S,AF,1,B,1,6,7,6,6,6,6,7,4,5,5,4,5,4,A,AA,4,1,6,7,7,6,6,6,6,5,4,6,6,5,3,2,AA,1,1,2,1,2,0,2,0,0,0,0,0,0,1,0,0,1,20,P. was very late and flustered because of it. No debriefing Qs.,Jillian,4/18/19,Ahmed,
539,4/18/19,11:00,Jillian,F,A,AA,2,A,1,4,6,7,7,7,7,6,4,4,4,4,4,4,B,AF,2,1,5,7,7,7,7,5,6,5,5,4,4,4,4,2,AF,2,1,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,20,,Jillian,4/18/19,Ahmed,Incorrect Packet. Randomization error (of name)
540,4/18/19,11:00,Jillian,D,S,AA,4,A,1,6,7,6,6,6,7,7,4,4,4,5,5,3,B,AF,2,1,6,7,6,6,6,7,7,6,6,4,5,5,3,2,AF,2,1,1,1,2,0,2,0,0,0,0,0,1,0,0,0,1,18,,Jillian,4/18/19,Ahmed,
541,4/18/19,11:30,Jillian,F,C,AA,1,A,1,6,7,6,6,7,7,7,6,6,6,6,5,5,B,AF,2,2,6,7,7,6,7,6,7,7,7,6,6,7,2,2,AF,2,1,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,19,,Jillian,4/18/19,Ahmed,Incorrect Packet. Randomization error (of name)
542,4/18/19,12:00,Jillian,F,A,AA,2,A,1,6,7,6,6,7,7,6,6,6,6,6,6,5,B,AF,4,1,5,6,6,6,7,7,7,7,7,6,6,6,5,1,AA,2,1,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,19,P. went to the wrong study first,Jillian,4/18/19,Ahmed,Participant changed some answers